Timestamp(ms),Elapsed(s),Phase,FPS,RTT(ms),MTP(ms),Jitter(ms),Loss(%),LoadRatio,CPU_Load(ms),Reward_Inst,Reward_Cum
11126,0.020,,60.00,0.0,26.7,0.0,0.00,0.500,0.0,7.6865,7.6865
12357,0.040,Phase 1: 起始平穩 (Good),59.00,24.2,51.2,6.1,0.00,0.500,19.0,-0.6066,7.0799
12521,0.204,Phase 1: 起始平穩 (Good),58.10,27.7,55.0,6.8,0.00,0.500,20.0,20.3543,27.4342
12563,0.246,Phase 1: 起始平穩 (Good),52.90,30.3,59.2,5.4,0.00,0.500,19.0,5.3884,32.8226
12602,0.285,Phase 1: 起始平穩 (Good),49.99,32.7,62.7,7.2,0.00,0.500,17.0,5.0503,37.8729
12637,0.320,Phase 1: 起始平穩 (Good),47.53,34.5,65.6,7.1,0.00,0.500,20.0,4.7946,42.6674
12671,0.354,Phase 1: 起始平穩 (Good),45.66,35.7,67.6,5.2,0.00,0.500,19.0,-0.2300,42.4374
12701,0.384,Phase 1: 起始平穩 (Good),44.03,36.2,68.9,3.3,0.00,0.500,15.0,4.6059,47.0434
12732,0.414,Phase 1: 起始平穩 (Good),42.94,36.5,69.8,2.7,0.00,0.500,15.0,-0.1451,46.8983
12766,0.449,Phase 1: 起始平穩 (Good),41.96,36.9,70.8,3.6,0.00,0.500,19.0,4.4516,51.3499
12803,0.486,Phase 1: 起始平穩 (Good),40.66,37.6,72.2,5.3,0.00,0.500,18.0,3.8965,55.2464
12836,0.519,Phase 1: 起始平穩 (Good),39.33,38.6,74.0,7.6,0.00,0.500,16.0,-0.3202,54.9261
12871,0.554,Phase 1: 起始平穩 (Good),38.36,39.8,75.8,9.5,0.00,0.500,16.0,3.5923,58.5184
12903,0.586,Phase 1: 起始平穩 (Good),37.43,40.9,77.6,10.4,0.00,0.500,15.0,3.1603,61.6787
12940,0.623,Phase 1: 起始平穩 (Good),36.76,41.8,79.0,10.4,0.00,0.500,18.0,3.1145,64.7932
12979,0.662,Phase 1: 起始平穩 (Good),35.84,42.5,80.4,10.1,0.00,0.500,20.0,-0.1554,64.6378
13014,0.697,Phase 1: 起始平穩 (Good),34.82,43.0,81.7,10.1,0.00,0.500,15.0,2.9140,67.5518
13052,0.735,Phase 1: 起始平穩 (Good),34.19,43.4,82.7,10.1,0.00,0.500,19.0,2.6833,70.2350
13087,0.770,Phase 1: 起始平穩 (Good),33.37,43.6,83.6,9.4,0.00,0.500,16.0,2.5860,72.8210
13123,0.806,Phase 1: 起始平穩 (Good),32.89,43.5,83.9,7.9,0.00,0.500,18.0,-0.0078,72.8132
13157,0.840,Phase 1: 起始平穩 (Good),32.35,43.0,83.9,6.1,0.00,0.500,15.0,2.6960,75.5092
13196,0.879,Phase 1: 起始平穩 (Good),32.06,42.3,83.5,4.6,0.00,0.500,20.0,2.7738,78.2830
13237,0.920,Phase 1: 起始平穩 (Good),31.42,41.4,83.2,2.9,0.00,0.500,20.0,-0.0060,78.2770
13271,0.954,Phase 1: 起始平穩 (Good),30.76,40.7,83.3,3.0,0.00,0.500,15.0,2.6293,80.9064
13306,0.989,Phase 1: 起始平穩 (Good),30.59,40.7,83.3,5.3,0.00,0.500,16.0,2.3852,83.2916
13348,1.031,Phase 1: 起始平穩 (Good),30.42,41.2,84.1,8.3,0.00,0.500,20.0,2.1584,85.4500
