Timestamp(ms),Elapsed(s),Phase,FPS,RTT(ms),MTP(ms),Jitter(ms),Loss(%),LoadRatio,CPU_Load(ms),Reward_Inst,Reward_Cum
12020,0.000,,120.00,2.0,3.0,0.0,0.00,0.259,0.0,0.8875,0.8875
13366,0.020,P1: 天堂,113.54,2.1,4.3,0.7,0.00,0.401,3.5,0.8097,2.4607
13458,0.040,P1: 天堂,106.41,2.2,5.1,0.8,0.00,0.324,5.1,0.7976,9.4668
13536,0.182,P1: 天堂,86.80,2.9,4.9,0.6,0.00,0.255,3.5,0.6941,14.9400
13586,0.235,P1: 天堂,84.37,3.0,5.3,0.8,0.00,0.324,4.2,0.6654,18.2718
13641,0.289,P1: 天堂,80.27,3.2,6.0,1.1,0.00,0.357,5.5,0.6294,21.3623
13697,0.341,P1: 天堂,79.32,3.2,5.7,1.2,0.00,0.315,4.2,0.6360,25.1096
13766,0.408,P1: 天堂,80.66,3.4,5.5,0.8,0.00,0.255,3.7,0.6577,29.6818
13821,0.467,P1: 天堂,79.64,3.4,5.5,0.5,0.00,0.277,4.3,0.6461,32.9004
13877,0.525,P1: 天堂,80.71,3.5,5.6,0.7,0.00,0.292,4.1,0.6498,36.7889
13933,0.580,P1: 天堂,79.63,3.5,5.8,0.8,0.00,0.276,4.3,0.6449,39.9582
13985,0.634,P1: 天堂,79.61,3.6,5.6,0.6,0.00,0.308,4.3,0.6387,43.1923
14036,0.685,P1: 天堂,79.41,3.6,5.5,0.4,0.00,0.309,4.2,0.6388,47.0193
14109,0.758,P1: 天堂,79.21,3.6,5.8,0.6,0.00,0.331,4.9,0.6322,51.4709
14164,0.807,P1: 天堂,79.74,3.6,5.7,0.7,0.00,0.277,3.9,0.6484,54.6816
14218,0.863,P1: 天堂,80.56,3.6,5.7,0.6,0.00,0.272,4.2,0.6541,58.5984
14271,0.919,P1: 天堂,80.45,3.7,5.6,0.4,0.00,0.284,4.2,0.6490,61.8696
14325,0.971,P1: 天堂,79.94,3.7,5.6,0.5,0.00,0.285,4.2,0.6479,65.1061
14376,1.025,P1: 天堂,80.11,3.7,5.7,0.7,0.00,0.289,4.1,0.6479,68.9462
14451,1.100,P1: 天堂,79.28,3.7,6.1,1.2,0.00,0.435,5.1,0.6011,73.2564
