Timestamp(ms),Elapsed(s),Phase,FPS,RTT(ms),MTP(ms),Jitter(ms),Loss(%),LoadRatio,CPU_Load(ms),Reward_Inst,Reward_Cum
4205,0.000,,0.00,0.0,1000.8,0.0,0.00,0.623,0.0,-48.1481,-433.5465
5715,0.083,P1: 天堂,37.66,3.0,29.0,0.8,0.00,0.580,6.7,-0.1599,-437.2285
5990,0.167,P1: 天堂,56.91,3.3,18.0,0.6,0.00,0.934,5.6,-0.4356,-436.6080
6309,0.250,P1: 天堂,62.22,3.1,16.1,1.0,0.00,1.000,6.7,-0.6760,-438.2354
6570,0.333,P1: 天堂,63.41,3.0,17.5,1.1,0.00,0.715,7.2,0.2642,-436.0937
6836,0.417,P1: 天堂,67.55,3.2,16.7,0.6,0.00,0.676,5.8,0.3542,-433.2176
7100,0.500,P1: 天堂,66.43,3.3,17.8,0.7,0.00,0.544,6.9,0.3035,-430.9319
7400,0.583,P1: 天堂,68.90,3.4,17.9,0.8,0.00,0.451,5.8,0.3008,-429.3147
7664,0.667,P1: 天堂,70.70,3.5,18.2,0.4,0.00,0.321,5.5,0.2957,-427.4683
7931,0.750,P1: 天堂,76.60,3.6,15.6,0.6,0.00,0.598,4.0,0.4464,-425.1499
8174,0.833,P1: 天堂,72.29,3.5,16.9,0.7,0.00,0.505,6.2,0.3776,-422.2586
8490,0.917,P1: 天堂,71.73,3.5,15.9,0.4,0.00,0.661,5.7,0.4016,-419.5807
8753,1.000,P1: 天堂,69.17,3.4,18.0,0.7,0.00,0.419,6.5,0.3231,-417.1188
9005,1.083,P1: 天堂,71.69,3.5,17.7,1.2,0.00,0.441,5.2,0.3442,-416.1992
9245,1.167,P1: 天堂,72.39,3.5,17.2,0.9,0.00,0.467,5.4,0.3513,-414.5451
9484,1.250,P1: 天堂,72.86,3.5,16.8,0.4,0.00,0.479,5.3,0.3894,-411.8756
9743,1.333,P1: 天堂,72.73,3.5,18.7,0.3,0.00,0.143,5.4,-0.1554,-409.6712
9991,1.417,P1: 天堂,81.47,3.8,12.8,0.8,0.00,0.925,3.0,-0.0111,-406.1034
10225,1.500,P1: 天堂,71.44,3.3,15.6,1.2,0.00,0.760,7.4,0.3330,-407.2430
10477,1.583,P1: 天堂,68.36,3.2,15.3,0.8,0.00,0.893,6.8,0.0081,-405.0110
10736,1.667,P1: 天堂,63.02,3.1,18.6,0.4,0.00,0.513,8.6,0.2292,-403.1759
10984,1.750,P1: 天堂,70.34,3.4,16.4,0.6,0.00,0.638,4.8,0.3327,-401.5854
11224,1.833,P1: 天堂,68.24,3.4,15.9,0.7,0.00,0.797,6.7,0.2601,-399.7866
11465,1.917,P1: 天堂,66.25,3.3,15.9,1.0,0.00,0.874,7.1,0.0772,-398.6484
