Timestamp(ms),Elapsed(s),Phase,FPS,RTT(ms),MTP(ms),Jitter(ms),Loss(%),LoadRatio,CPU_Load(ms),Reward_Inst,Reward_Cum
4190,0.000,,120.00,2.0,10.3,0.0,0.00,0.501,0.0,0.8034,27.2949
5851,0.333,P1: 天堂,72.85,3.1,19.6,1.1,0.00,0.627,5.7,0.6620,49.2770
6181,0.667,P1: 天堂,65.43,3.3,22.1,0.4,0.00,0.856,7.0,0.6813,71.8041
6434,1.000,P1: 天堂,56.79,3.2,26.6,0.7,0.00,0.891,9.4,0.6433,93.0268
6737,1.333,P1: 天堂,54.25,3.1,27.7,0.3,0.00,0.810,10.1,0.6332,113.9667
6998,1.667,P1: 天堂,68.93,3.2,20.5,0.4,0.00,0.860,6.1,0.6952,137.5882
7239,2.000,P1: 天堂,55.29,3.1,27.6,0.7,0.00,0.897,9.9,0.6364,158.5921
7489,2.333,P1: 天堂,60.14,3.1,24.7,0.8,0.00,0.922,8.2,0.6516,180.0620
7788,2.667,P1: 天堂,60.42,3.1,24.5,0.7,0.00,0.900,8.2,0.6564,202.3732
8098,3.000,P1: 天堂,54.20,3.1,28.0,0.7,0.00,0.846,10.2,0.6366,223.3125
8394,3.333,P1: 天堂,63.97,3.1,22.8,1.1,0.00,0.985,7.2,0.6525,244.7775
8735,3.667,P1: 天堂,51.68,3.0,30.4,1.1,0.00,0.969,11.2,0.6075,265.4267
9099,4.000,P1: 天堂,52.58,3.0,29.1,0.7,0.00,0.884,10.7,0.6273,286.1262
9352,4.333,P1: 天堂,59.21,3.1,25.0,0.4,0.00,0.878,8.5,0.6546,307.7506
9610,4.667,P1: 天堂,58.96,3.1,25.3,0.8,0.00,0.888,8.6,0.6520,329.6896
9874,5.000,P1: 天堂,55.69,3.1,27.2,0.7,0.00,0.878,9.7,0.6405,350.8422
10159,5.333,P1: 天堂,64.51,3.1,22.5,0.8,0.00,0.903,7.1,0.6723,373.0043
10447,5.667,P1: 天堂,56.32,3.1,26.8,0.4,0.00,0.877,9.5,0.6432,394.8917
