Timestamp(ms),Elapsed(s),Phase,FPS,RTT(ms),MTP(ms),Jitter(ms),Loss(%),LoadRatio,CPU_Load(ms),Reward_Inst,Reward_Cum
16225,0.000,,120.00,2.0,2.7,0.0,0.00,0.321,0.0,0.8681,0.8681
17694,0.020,P1: 天堂,112.35,2.1,4.6,0.7,0.00,0.586,4.5,0.7074,1.5755
17808,0.040,P1: 天堂,103.69,2.2,5.9,0.8,0.00,0.389,7.2,0.7372,5.0103
17869,0.201,P1: 天堂,83.40,2.9,4.9,0.6,0.00,0.366,4.0,0.6117,6.7832
17932,0.258,P1: 天堂,81.66,3.1,5.3,0.9,0.00,0.403,4.3,0.5749,8.6095
18010,0.322,P1: 天堂,78.31,3.2,6.1,1.2,0.00,0.313,5.4,0.5844,10.9455
18062,0.387,P1: 天堂,78.95,3.3,5.5,0.9,0.00,0.281,3.8,0.5970,12.7407
18121,0.447,P1: 天堂,80.94,3.4,5.4,0.6,0.00,0.252,3.7,0.6179,14.5700
18181,0.511,P1: 天堂,81.49,3.5,5.7,0.7,0.00,0.195,4.1,0.6248,16.4418
18241,0.572,P1: 天堂,82.24,3.5,5.6,0.8,0.00,0.256,3.2,0.6241,18.3166
18299,0.630,P1: 天堂,83.42,3.6,5.6,0.6,0.00,0.221,3.2,0.6419,20.2240
18358,0.688,P1: 天堂,83.77,3.6,5.4,0.4,0.00,0.292,3.8,0.6328,22.1236
18413,0.744,P1: 天堂,81.25,3.6,5.6,0.5,0.00,0.279,4.1,0.6183,23.3650
18478,0.799,P1: 天堂,82.69,3.7,5.7,0.7,0.00,0.204,3.2,0.6298,25.8579
18534,0.866,P1: 天堂,82.57,3.7,5.9,0.6,0.00,0.191,3.8,0.6328,27.1217
18589,0.921,P1: 天堂,82.86,3.7,5.6,0.4,0.00,0.262,3.9,0.6321,29.0244
18642,0.961,P1: 天堂,81.94,3.7,5.6,0.4,0.00,0.289,4.3,0.6196,30.8877
18699,1.031,P1: 天堂,81.78,3.7,5.7,0.8,0.00,0.262,3.6,0.6248,32.7549
18755,1.086,P1: 天堂,80.87,3.7,6.0,1.1,0.00,0.283,4.0,0.6149,34.5933
18805,1.138,P1: 天堂,80.45,3.7,6.3,1.2,0.00,0.293,4.7,0.6097,35.8192
18862,1.194,P1: 天堂,80.77,3.7,5.7,0.8,0.00,0.309,3.7,0.6060,37.6447
18914,1.247,P1: 天堂,82.04,3.7,5.9,0.5,0.00,0.216,4.4,0.6260,39.5060
18966,1.299,P1: 天堂,81.42,3.7,5.4,0.2,0.00,0.333,4.3,0.6027,40.7243
