Timestamp(ms),Elapsed(s),Phase,FPS,RTT(ms),MTP(ms),Jitter(ms),Loss(%),LoadRatio,CPU_Load(ms),Reward_Inst,Reward_Cum
15544,0.020,,120.00,2.0,2.7,0.0,0.00,0.321,0.0,0.8681,0.8681
17059,0.040,[SPIKE] 觸發！,112.80,5.3,5.9,0.7,0.00,0.548,4.1,0.7314,1.5995
17162,0.143,[SPIKE] 突發網路波動,105.72,8.3,9.2,0.8,0.02,0.315,5.2,0.7854,5.3821
17227,0.208,[SPIKE] 突發網路波動,81.38,25.5,18.7,0.6,0.28,0.424,5.9,0.6117,7.2293
17282,0.263,[SPIKE] 突發網路波動,79.09,29.5,22.9,0.8,0.42,0.353,5.4,0.6118,9.0736
17349,0.331,[SPIKE] 突發網路波動,76.80,33.6,23.3,1.2,0.58,0.428,5.2,0.5947,10.8662
17407,0.388,[SPIKE] 突發網路波動,75.80,37.7,29.1,1.0,0.78,0.326,5.2,0.5728,12.6061
17467,0.448,[SPIKE] 突發網路波動,74.82,40.9,24.3,0.6,0.96,0.503,5.3,0.5670,14.3234
17526,0.507,[SPIKE] 突發網路波動,72.09,43.7,32.8,0.6,1.13,0.336,6.3,0.5378,15.9901
17585,0.567,[SPIKE] 突發網路波動,72.47,46.4,30.3,0.8,1.29,0.442,6.4,0.5617,17.6636
17645,0.627,[SPIKE] 突發網路波動,70.27,49.1,34.1,0.7,1.45,0.385,5.7,0.5295,19.2630
17701,0.682,[SPIKE] 突發網路波動,70.33,51.5,40.9,0.5,1.59,0.271,5.7,0.4648,20.7194
17755,0.736,[SPIKE] 突發網路波動,73.21,53.9,46.8,0.5,1.72,0.182,3.9,0.4133,21.5821
17821,0.802,[SPIKE] 突發網路波動,73.64,56.1,40.6,0.6,1.84,0.339,5.2,0.5012,23.5480
17877,0.858,[SPIKE] 突發網路波動,73.35,58.8,43.5,0.7,1.97,0.317,4.9,0.4775,24.5098
17937,0.918,[SPIKE] 突發網路波動,73.54,61.1,49.9,0.5,2.08,0.235,5.2,0.4158,25.8380
