Timestamp(ms),Elapsed(s),Phase,FPS,RTT(ms),MTP(ms),Jitter(ms),Loss(%),LoadRatio,CPU_Load(ms),Reward_Inst,Reward_Cum
7141,0.333,P1: 天堂,115.72,2.3,10.2,1.1,0.00,0.703,21.5,-48.0545,-1643.0260
11280,0.667,P1: 天堂,36.43,3.4,29.8,0.4,0.00,0.601,6.1,0.8110,-1619.9710
11775,1.000,P1: 天堂,68.28,3.4,16.9,0.7,0.00,0.635,5.5,-0.1942,-1629.0120
12200,1.333,P1: 天堂,72.37,3.2,15.2,0.3,0.00,0.759,6.3,0.2056,-1620.5710
12653,1.667,P1: 天堂,68.69,3.7,18.6,0.4,0.00,0.329,4.5,0.3348,-1609.7010
13099,2.000,P1: 天堂,77.79,3.5,15.7,0.7,0.00,0.531,5.1,0.3222,-1600.2250
13539,2.333,P1: 天堂,74.53,3.2,14.9,0.8,0.00,0.756,7.9,0.4317,-1586.8010
13942,2.667,P1: 天堂,61.94,3.6,20.2,0.7,0.00,0.357,4.1,0.3720,-1575.0120
14742,3.000,P1: 天堂,79.84,3.5,15.9,0.7,0.00,0.452,4.6,0.2037,-1570.5200
15215,3.333,P1: 天堂,77.37,3.4,15.5,1.1,0.00,0.601,6.6,0.4930,-1556.0610
15833,3.667,P1: 天堂,67.34,3.5,18.0,1.1,0.00,0.520,5.3,0.4449,-1545.3110
16305,4.000,P1: 天堂,72.95,3.3,15.8,0.7,0.00,0.652,5.4,0.3410,-1539.0550
16734,4.333,P1: 天堂,73.06,3.5,16.7,0.4,0.00,0.490,5.3,0.3321,-1528.9470
17163,4.667,P1: 天堂,73.40,3.5,16.7,0.8,0.00,0.511,5.7,0.4004,-1520.1670
17599,5.000,P1: 天堂,71.11,3.3,15.9,0.7,0.00,0.687,5.9,0.3926,-1510.4280
18062,5.333,P1: 天堂,70.20,3.4,17.1,0.8,0.00,0.551,4.9,0.3841,-1500.2240
18867,5.667,P1: 天堂,75.35,3.5,16.1,0.4,0.00,0.529,5.9,0.3621,-1492.9100
19399,6.000,P1: 天堂,70.55,3.6,17.7,0.7,0.00,0.443,5.0,0.4041,-1483.5000
19869,6.333,P1: 天堂,74.61,3.2,14.6,0.6,0.00,0.795,7.9,0.3003,-1473.3910
20327,6.667,P1: 天堂,61.92,3.2,17.5,1.0,0.00,0.782,6.4,0.3276,-1462.3910
20853,7.000,P1: 天堂,67.64,3.4,17.0,0.7,0.00,0.630,5.8,0.2659,-1456.7810
21347,7.333,P1: 天堂,70.67,3.1,14.9,0.8,0.00,0.878,7.4,-0.0052,-1448.9450
21797,7.667,P1: 天堂,63.70,3.4,17.9,0.7,0.00,0.639,5.3,0.3622,-1438.7030
22193,8.000,P1: 天堂,73.14,3.6,17.7,0.7,0.00,0.370,4.6,0.1978,-1430.7400
22744,8.333,P1: 天堂,77.42,3.3,14.4,0.4,0.00,0.744,6.4,0.3866,-1419.0570
23100,8.667,P1: 天堂,68.04,3.4,17.4,0.8,0.00,0.572,5.8,0.4524,-1406.0310
23451,9.000,P1: 天堂,70.87,3.3,16.2,0.7,0.00,0.654,5.5,0.3565,-1397.1230
23887,9.333,P1: 天堂,71.99,3.5,16.8,0.6,0.00,0.519,5.5,0.3736,-1389.6540
24286,9.667,P1: 天堂,72.31,3.0,13.8,0.4,0.00,0.998,9.2,-0.5230,-1381.3250
24612,10.000,P1: 天堂,57.48,3.0,17.6,0.7,0.00,0.968,8.3,-0.7322,-1372.2020
25019,10.333,P2: 網路地獄,60.05,3.1,17.2,0.6,0.00,0.910,7.6,-0.2340,-1367.3190
25815,10.667,P2: 網路地獄,62.48,85.0,63.3,0.8,3.00,0.461,12.2,0.1614,-1364.5060
26341,11.000,P2: 網路地獄,49.20,85.0,20.3,0.7,3.00,1.000,24.6,-0.6279,-1385.2150
26931,11.333,P2: 網路地獄,31.01,85.0,32.3,0.3,3.00,1.000,22.6,-0.8131,-1411.7910
27508,11.667,P2: 網路地獄,32.27,85.0,31.0,1.1,3.00,1.000,24.7,-1.2908,-1453.7510
28095,12.000,P2: 網路地獄,30.30,85.0,33.0,0.7,3.00,1.000,23.3,-1.2395,-1495.3810
28686,12.333,P2: 網路地獄,31.56,85.0,31.7,0.8,3.00,1.000,23.4,-1.3209,-1538.6140
29286,12.667,P2: 網路地獄,31.53,85.0,31.7,0.7,3.00,1.000,22.0,-1.2675,-1580.4400
29888,13.000,P2: 網路地獄,32.91,85.0,30.4,0.7,3.00,1.000,22.3,-1.2684,-1623.5670
30794,13.333,P2: 網路地獄,32.68,85.0,30.6,0.6,3.00,1.000,24.6,-1.2156,-1663.4540
31413,13.667,P2: 網路地獄,30.47,85.0,32.8,0.3,3.00,1.000,22.1,-1.2241,-1703.5440
31996,14.000,P2: 網路地獄,32.73,85.0,30.6,0.7,3.00,1.000,23.3,-1.3128,-1746.6550
32588,14.333,P2: 網路地獄,31.67,85.0,31.6,0.8,3.00,1.000,23.8,-1.2223,-1786.9910
33180,14.667,P2: 網路地獄,31.16,85.0,32.1,0.8,3.00,1.000,24.2,-1.2632,-1828.4920
33774,15.000,P2: 網路地獄,30.75,85.0,32.5,0.7,3.00,1.000,24.5,-1.2838,-1872.0790
34379,15.333,P2: 網路地獄,30.51,85.0,32.8,0.8,3.00,1.000,24.9,-1.3007,-1914.6880
35042,15.667,P2: 網路地獄,30.09,85.0,33.2,1.0,3.00,1.000,23.1,-1.3111,-1957.9520
36044,16.000,P2: 網路地獄,31.71,85.0,31.5,0.7,3.00,1.000,23.3,-1.3293,-2002.6370
36642,16.333,P2: 網路地獄,31.57,85.0,31.7,0.3,3.00,1.000,24.5,-1.2616,-2044.0470
37231,16.667,P2: 網路地獄,30.50,85.0,32.8,0.3,3.00,1.000,22.6,-1.2670,-2084.5950
37805,17.000,P2: 網路地獄,32.23,85.0,31.0,0.7,3.00,1.000,23.3,-1.3114,-2128.4320
38391,17.333,P2: 網路地獄,31.62,85.0,31.6,1.0,3.00,1.000,22.8,-1.2474,-2169.1600
38956,17.667,P2: 網路地獄,32.08,85.0,31.2,0.8,3.00,1.000,23.3,-1.2649,-2210.7000
39523,18.000,P2: 網路地獄,31.60,85.0,31.6,0.7,3.00,1.000,23.3,-1.2471,-2253.1010
40430,18.333,P2: 網路地獄,31.59,85.0,31.7,1.0,3.00,1.000,23.1,-1.2657,-2294.7310
41095,18.667,P2: 網路地獄,31.78,85.0,31.5,1.0,3.00,1.000,24.4,-1.2661,-2336.0030
41677,19.000,P2: 網路地獄,30.56,85.0,32.7,0.7,3.00,1.000,23.4,-1.2588,-2378.4320
