Timestamp(ms),Elapsed(s),IsURSActive,FPS,RTT(ms),MTP(ms),Jitter(ms),Loss(%),LocalLag(ms),LocalRatio,EdgeRatio,Reward,Phase,SyncRTT,SyncLag,CubeCount,ParticleRate,Temperature(C)
63912202886788,0.000,1,60.00,5.0,11.4,0.00,0.000,15.73,0.500,0.500,0.0000,P1: Baseline (No Stress),0,0,0,0,34.7
63912202887266,0.000,1,60.00,5.0,11.4,0.42,0.000,15.31,0.500,0.500,0.0000,P1: Baseline (No Stress),0,0,15,250,34.7
63912202887359,0.020,1,60.00,5.0,12.2,0.42,0.000,16.02,0.556,0.444,0.4048,P1: Baseline (No Stress),0,0,15,250,34.7
63912202887439,0.111,1,60.00,5.0,11.6,0.44,0.000,15.62,0.504,0.496,0.8968,P1: Baseline (No Stress),0,0,17,222,34.7
63912202887473,0.192,1,60.00,5.0,11.9,0.85,0.000,15.86,0.504,0.496,0.9020,P1: Baseline (No Stress),0,0,15,248,34.7
63912202887556,0.229,1,60.00,5.0,15.5,1.20,0.000,19.63,0.641,0.359,1.3048,P1: Baseline (No Stress),0,0,15,248,34.7
63912202887646,0.310,1,60.00,5.0,10.3,1.04,0.000,13.20,0.439,0.561,1.7699,P1: Baseline (No Stress),0,0,19,179,34.7
63912202887676,0.398,1,60.00,5.0,10.0,0.55,0.000,13.19,0.439,0.561,1.7901,P1: Baseline (No Stress),0,0,13,281,34.7
63912202887703,0.427,1,60.00,5.0,9.3,0.21,0.000,12.26,0.410,0.590,2.2851,P1: Baseline (No Stress),0,0,13,281,34.7
63912202887726,0.453,1,60.00,5.0,9.5,0.35,0.000,12.70,0.410,0.590,2.2851,P1: Baseline (No Stress),0,0,12,295,34.7
63912202887753,0.479,1,60.00,5.0,9.6,0.52,0.000,12.67,0.410,0.590,2.2851,P1: Baseline (No Stress),0,0,12,295,34.7
63912202887825,0.507,1,60.00,5.0,8.8,0.67,0.000,11.07,0.331,0.669,2.7950,P1: Baseline (No Stress),0,0,12,295,34.7
63912202887851,0.578,1,60.00,5.0,8.8,0.82,0.000,10.73,0.331,0.669,2.8029,P1: Baseline (No Stress),0,0,10,335,34.7
63912202887931,0.605,1,47.06,5.0,13.8,1.20,0.000,17.45,0.603,0.397,3.0403,P1: Baseline (No Stress),0,0,10,335,34.7
63912202887962,0.682,1,44.01,6.1,14.2,1.16,0.000,17.42,0.603,0.397,3.0528,P1: Baseline (No Stress),0,0,18,198,34.7
63912202887997,0.717,1,38.82,8.8,15.4,0.71,0.000,18.15,0.589,0.411,3.3382,P1: Baseline (No Stress),0,0,18,198,34.7
63912202888034,0.756,1,37.52,9.7,14.9,0.54,0.000,16.83,0.589,0.411,3.3345,P1: Baseline (No Stress),0,0,18,205,34.7
63912202888062,0.783,1,36.50,10.6,16.0,0.43,0.000,18.06,0.589,0.411,3.3310,P1: Baseline (No Stress),0,0,18,205,34.7
63912202888154,0.814,1,35.99,11.2,14.0,0.44,0.000,14.41,0.488,0.512,3.6582,P1: Baseline (No Stress),0,0,18,205,34.7
63912202888234,0.906,1,35.56,11.7,16.0,0.54,0.000,17.40,0.567,0.433,3.9674,P1: Baseline (No Stress),0,0,15,256,34.7
63912202888284,0.992,1,34.84,13.0,16.9,0.71,0.000,17.69,0.567,0.433,3.9745,P1: Baseline (No Stress),0,0,17,217,34.7
63912202888319,1.038,1,34.56,13.9,15.1,0.97,0.000,12.11,0.377,0.623,4.3434,P1: Baseline (No Stress),0,0,17,217,34.7
63912202888384,1.107,1,34.49,14.3,15.1,0.91,0.000,10.28,0.303,0.697,4.7193,P1: Baseline (No Stress),0,0,11,311,34.7
63912202888440,1.169,1,34.43,14.7,15.1,0.57,0.000,10.09,0.303,0.697,4.7267,P1: Baseline (No Stress),0,0,9,349,34.7
63912202888470,1.202,1,28.83,15.0,15.1,0.21,0.000,10.40,0.303,0.697,4.6934,P1: Baseline (No Stress),0,0,9,349,34.7
63912202888516,1.239,1,27.05,13.4,14.3,0.22,0.000,12.33,0.404,0.596,5.0095,P1: Baseline (No Stress),0,0,9,349,34.7
63912202888588,1.314,1,25.61,11.8,13.6,0.42,0.000,12.48,0.390,0.610,5.3048,P1: Baseline (No Stress),0,0,12,298,34.7
63912202888624,1.352,1,23.90,9.3,12.4,0.85,0.000,12.88,0.390,0.610,5.2912,P1: Baseline (No Stress),0,0,12,305,34.7
63912202888660,1.388,1,23.43,8.3,11.6,0.97,0.000,12.15,0.390,0.610,5.2864,P1: Baseline (No Stress),0,0,12,305,34.7
63912202888698,1.416,1,23.11,7.4,15.0,0.94,0.000,17.86,0.623,0.377,5.4604,P1: Baseline (No Stress),0,0,12,305,34.7
63912202888780,1.500,1,22.94,6.8,15.4,0.85,0.000,18.79,0.623,0.377,5.4810,P1: Baseline (No Stress),0,0,19,189,34.7
63912202888825,1.542,1,22.63,5.5,12.6,0.70,0.000,16.43,0.541,0.459,5.7049,P1: Baseline (No Stress),0,0,19,189,34.7
63912202888914,1.631,1,22.55,4.9,10.8,0.70,0.000,14.30,0.482,0.518,5.9481,P1: Baseline (No Stress),0,0,16,230,34.7
63912202888978,1.704,1,22.45,4.0,10.3,0.70,0.000,14.08,0.482,0.518,5.9475,P1: Baseline (No Stress),0,0,14,259,34.7
63912202889014,1.738,1,22.42,3.5,10.6,0.70,0.000,15.37,0.481,0.519,6.1924,P1: Baseline (No Stress),0,0,14,259,34.7
63912202889045,1.771,1,22.21,3.3,10.2,0.70,0.000,14.71,0.481,0.519,6.1911,P1: Baseline (No Stress),0,0,14,259,34.7
63912202889084,1.807,1,22.06,3.3,10.0,0.70,0.000,14.51,0.473,0.527,6.4349,P1: Baseline (No Stress),0,0,14,259,34.7
63912202889123,1.848,1,21.94,3.3,10.4,0.70,0.000,15.25,0.473,0.527,6.4349,P1: Baseline (No Stress),0,0,14,259,34.7
63912202889151,1.879,1,21.85,3.2,9.7,0.70,0.000,13.90,0.473,0.527,6.4344,P1: Baseline (No Stress),0,0,14,259,34.7
63912202889188,1.910,1,21.80,3.2,8.8,0.70,0.000,12.84,0.416,0.584,6.6922,P1: Baseline (No Stress),0,0,14,259,34.7
63912202889261,1.987,1,21.77,3.2,9.0,0.68,0.000,13.31,0.416,0.584,6.6977,P1: Baseline (No Stress),0,0,12,292,34.7
63912202889301,2.025,1,21.72,3.1,7.3,0.44,0.000,10.62,0.343,0.657,6.9827,P1: Baseline (No Stress),0,0,12,292,34.7
63912202889379,2.107,1,21.70,3.1,7.4,0.45,0.000,11.15,0.332,0.668,7.2694,P1: Baseline (No Stress),0,0,10,329,34.7
63912202889406,2.137,1,21.69,3.1,7.6,0.80,0.000,11.02,0.332,0.668,7.2704,P1: Baseline (No Stress),0,0,10,334,34.7
63912202889448,2.179,1,21.68,3.1,7.4,0.85,0.000,10.41,0.332,0.668,7.2704,P1: Baseline (No Stress),0,0,10,334,34.7
63912202889495,2.215,1,21.68,3.1,9.2,0.72,0.000,13.44,0.447,0.553,7.5116,P1: Baseline (No Stress),0,0,10,334,34.7
63912202889562,2.288,1,21.68,3.0,9.3,0.58,0.000,13.92,0.447,0.553,7.5231,P1: Baseline (No Stress),0,0,13,277,34.7
63912202889600,2.326,1,21.68,3.0,9.5,0.72,0.000,14.21,0.439,0.561,7.7785,P1: Baseline (No Stress),0,0,13,277,34.7
63912202889637,2.364,1,22.79,3.0,9.2,0.95,0.000,13.29,0.439,0.561,7.7852,P1: Baseline (No Stress),0,0,13,277,34.7
63912202889672,2.400,1,23.55,2.9,9.2,1.17,0.000,13.29,0.439,0.561,7.7898,P1: Baseline (No Stress),0,0,13,277,34.7
63912202889714,2.433,1,24.04,2.8,11.4,1.18,0.000,16.07,0.543,0.457,8.0199,P1: Baseline (No Stress),0,0,13,277,34.7
63912202889795,2.514,1,24.35,2.7,9.5,1.01,0.000,14.24,0.442,0.558,8.2820,P1: Baseline (No Stress),0,0,16,229,34.7
63912202889864,2.590,1,24.81,2.5,8.6,0.53,0.000,13.12,0.442,0.558,8.2948,P1: Baseline (No Stress),0,0,13,279,34.7
63912202889899,2.623,1,25.00,2.4,7.1,0.19,0.000,11.53,0.364,0.636,8.5859,P1: Baseline (No Stress),0,0,13,279,34.7
63912202889983,2.711,1,25.05,2.3,6.4,0.32,0.000,10.23,0.323,0.677,8.9001,P1: Baseline (No Stress),0,0,11,318,34.7
63912202890010,2.740,1,25.12,2.2,6.9,0.85,0.000,10.60,0.323,0.677,8.9046,P1: Baseline (No Stress),0,0,10,338,34.7
63912202890056,2.785,1,25.13,2.2,7.1,1.04,0.000,10.93,0.323,0.677,8.9046,P1: Baseline (No Stress),0,0,10,338,34.7
63912202890102,2.822,1,25.15,2.2,10.8,1.20,0.000,15.64,0.530,0.470,9.1258,P1: Baseline (No Stress),0,0,10,338,34.7
63912202890186,2.907,1,25.15,2.1,7.3,1.08,0.000,11.36,0.344,0.656,9.4333,P1: Baseline (No Stress),0,0,16,235,34.7
63912202890256,2.984,1,25.16,2.1,6.9,0.58,0.000,11.18,0.344,0.656,9.4520,P1: Baseline (No Stress),0,0,10,328,34.7
63912202890300,3.023,1,23.85,2.1,6.8,0.45,0.000,11.03,0.352,0.648,9.7465,P1: Baseline (No Stress),0,0,10,328,34.7
63912202890346,3.075,1,23.49,2.3,7.2,0.58,0.000,11.43,0.352,0.648,9.7452,P1: Baseline (No Stress),0,0,10,328,34.7
63912202890385,3.114,1,23.18,2.7,6.9,0.70,0.000,10.21,0.323,0.677,10.0393,P1: Baseline (No Stress),0,0,10,328,34.7
63912202890425,3.154,1,23.03,2.9,7.3,0.70,0.000,10.95,0.323,0.677,10.0413,P1: Baseline (No Stress),0,0,10,338,34.7
63912202890464,3.186,1,22.93,3.0,7.3,0.70,0.000,10.64,0.323,0.677,10.0407,P1: Baseline (No Stress),0,0,10,338,34.7
