Timestamp(ms),Elapsed(s),Phase,FPS,RTT(ms),MTP(ms),Jitter(ms),Loss(%),LoadRatio,CPU_Load(ms),Reward_Inst,Reward_Cum
15464,0.020,,120.00,2.0,2.7,0.0,0.00,0.321,0.0,0.8681,0.8681
17086,0.040,[SPIKE] 觸發！,112.51,5.2,6.0,0.7,0.00,0.541,4.4,0.7330,1.6010
17200,0.154,[SPIKE] 突發網路波動,105.76,8.1,9.0,0.8,0.02,0.313,5.0,0.7861,5.3976
17258,0.212,[SPIKE] 突發網路波動,79.77,24.9,19.5,0.6,0.28,0.381,6.7,0.6042,7.2093
17322,0.276,[SPIKE] 突發網路波動,78.63,29.3,20.8,0.9,0.43,0.407,4.2,0.5956,9.0015
17397,0.350,[SPIKE] 突發網路波動,76.46,34.0,26.1,1.2,0.64,0.342,4.6,0.5852,11.3633
17456,0.409,[SPIKE] 突發網路波動,75.90,38.1,29.2,0.8,0.85,0.319,4.3,0.5715,13.0755
17519,0.472,[SPIKE] 突發網路波動,73.92,41.1,28.3,0.6,1.03,0.410,6.4,0.5716,14.8033
17581,0.535,[SPIKE] 突發網路波動,72.54,44.0,30.3,0.7,1.21,0.408,6.4,0.5594,16.5028
17646,0.600,[SPIKE] 突發網路波動,70.57,46.7,30.3,0.8,1.38,0.452,7.0,0.5559,18.1605
17708,0.662,[SPIKE] 突發網路波動,69.81,49.4,34.5,0.6,1.54,0.387,6.7,0.5272,20.2950
17767,0.721,[SPIKE] 突發網路波動,71.21,51.9,37.1,0.4,1.68,0.349,4.8,0.5147,21.8311
17832,0.785,[SPIKE] 突發網路波動,71.26,54.4,41.1,0.6,1.82,0.313,6.1,0.4791,23.2973
17898,0.851,[SPIKE] 突發網路波動,70.15,57.1,36.6,0.7,1.95,0.427,5.5,0.5122,24.7953
17951,0.905,[SPIKE] 突發網路波動,68.31,59.2,42.1,0.6,2.05,0.355,6.6,0.4570,26.1775
18003,0.957,[SPIKE] 突發網路波動,69.51,61.3,47.5,0.4,2.14,0.276,4.9,0.4003,27.0306
18067,1.021,[SPIKE] 突發網路波動,72.97,63.8,55.2,0.6,2.24,0.181,4.4,0.3548,28.5346
18132,1.086,[SPIKE] 突發網路波動,73.17,66.3,39.7,1.0,2.33,0.468,6.1,0.5105,29.9308
18191,1.145,[SPIKE] 突發網路波動,67.55,68.3,41.7,1.2,2.40,0.477,9.0,0.4739,31.4156
18251,1.204,[SPIKE] 突發網路波動,63.72,70.4,51.8,0.9,2.47,0.333,8.7,0.3420,32.6618
18308,1.261,[SPIKE] 突發網路波動,64.44,72.5,46.2,0.6,2.53,0.423,6.9,0.4014,33.8334
18364,1.318,[SPIKE] 突發網路波動,64.64,74.5,56.2,0.2,2.58,0.294,6.9,0.3116,34.4530
18422,1.375,[SPIKE] 突發網路波動,69.40,76.6,66.1,0.3,2.63,0.172,4.4,0.2381,35.1687
18486,1.439,[SPIKE] 突發網路波動,72.59,78.9,65.1,0.7,2.68,0.217,5.5,0.2786,35.9317
18536,1.489,[SPIKE] 突發網路波動,71.79,80.5,42.6,1.0,2.71,0.537,7.3,0.4786,37.0835
18593,1.546,[SPIKE] 突發網路波動,66.02,82.2,55.2,1.2,2.74,0.394,8.8,0.3316,38.3528
18645,1.599,[SPIKE] 突發網路波動,65.16,83.8,52.0,0.9,2.77,0.439,7.7,0.3629,39.0000
18699,1.653,[SPIKE] 突發網路波動,63.88,85.4,58.1,0.6,2.79,0.368,6.7,0.2971,39.9051
18751,1.705,[SPIKE] 突發網路波動,64.56,87.0,70.2,0.4,2.82,0.233,6.9,0.1789,40.4712
18818,1.771,[SPIKE] 突發網路波動,65.82,84.0,67.7,0.6,2.84,0.236,6.8,0.2066,41.1677
18880,1.834,[SPIKE] 突發網路波動,69.39,77.8,60.0,0.7,2.86,0.275,5.8,0.3045,41.8113
18932,1.885,[SPIKE] 突發網路波動,69.23,74.5,51.1,0.8,2.88,0.373,7.0,0.3901,42.7448
18994,1.948,[SPIKE] 突發網路波動,63.26,71.5,32.8,0.9,2.89,0.657,11.2,0.5015,44.2118
19061,2.015,[SPIKE] 突發網路波動,54.49,68.9,31.8,0.9,2.90,0.702,14.8,0.4319,45.5836
19113,2.067,[SPIKE] 突發網路波動,50.04,67.3,41.6,0.6,2.92,0.502,13.4,0.3526,46.7168
19173,2.127,[SPIKE] 突發網路波動,52.54,66.2,46.2,0.2,2.93,0.377,9.6,0.3173,47.6794
19226,2.179,[SPIKE] 突發網路波動,56.24,65.7,45.1,0.3,2.94,0.385,8.5,0.3528,48.3554
19281,2.234,[SPIKE] 突發網路波動,56.98,65.4,39.6,0.7,2.94,0.487,9.5,0.4115,49.5276
19348,2.302,[SPIKE] 突發網路波動,53.04,65.4,39.8,0.9,2.95,0.527,14.2,0.3912,51.1693
19419,2.373,[SPIKE] 突發網路波動,50.44,65.6,30.2,0.9,2.96,0.691,13.1,0.3944,52.3920
19492,2.446,[SPIKE] 突發網路波動,48.32,66.0,34.0,0.7,2.96,0.633,13.8,0.3957,53.9642
19564,2.518,[SPIKE] 突發網路波動,47.32,66.5,31.9,0.7,2.97,0.689,15.1,0.3784,55.1372
19638,2.591,[SPIKE] 突發網路波動,46.57,67.1,34.6,0.7,2.97,0.624,13.5,0.3855,56.6652
19708,2.661,[SPIKE] 突發網路波動,47.04,67.8,36.8,0.7,2.98,0.587,13.1,0.3762,58.1953
19777,2.731,[SPIKE] 突發網路波動,46.44,68.5,38.0,0.7,2.98,0.571,12.9,0.3636,59.2961
19841,2.795,[SPIKE] 突發網路波動,48.51,69.1,37.5,0.7,2.98,0.570,11.7,0.3798,60.4219
19913,2.867,[SPIKE] 突發網路波動,47.40,69.8,38.5,0.7,2.99,0.573,13.1,0.3681,61.9004
19982,2.935,[SPIKE] 突發網路波動,48.18,70.5,46.4,0.5,2.99,0.433,11.5,0.2886,62.9177
20043,2.996,[SPIKE] 突發網路波動,50.71,71.0,44.2,0.5,2.99,0.475,11.9,0.3407,63.9098
20110,3.063,[SPIKE] 突發網路波動,49.54,71.6,38.1,0.8,2.99,0.597,13.6,0.3852,65.4464
20181,3.135,[SPIKE] 突發網路波動,47.20,72.2,38.7,0.7,2.99,0.584,12.9,0.3635,66.5516
20250,3.203,[SPIKE] 突發網路波動,47.01,72.7,40.7,0.6,2.99,0.560,13.6,0.3470,67.9936
20321,3.275,[SPIKE] 突發網路波動,46.36,73.3,33.3,0.9,2.99,0.689,14.0,0.3724,69.0903
20375,3.328,[SPIKE] 突發網路波動,44.18,73.6,37.4,1.2,3.00,0.654,16.5,0.3514,70.1838
20431,3.384,[SPIKE] 突發網路波動,42.62,74.0,35.0,1.1,3.00,0.706,17.5,0.3506,71.2224
20483,3.436,[SPIKE] 突發網路波動,41.92,74.3,33.2,0.7,3.00,0.717,16.0,0.3441,71.9109
20534,3.488,[SPIKE] 突發網路波動,41.67,74.6,45.3,0.4,3.00,0.516,15.5,0.2592,72.8600
20600,3.553,[SPIKE] 突發網路波動,45.43,75.0,44.3,0.2,3.00,0.508,12.4,0.3050,73.6927
20666,3.620,[SPIKE] 突發網路波動,47.36,75.4,38.9,0.6,3.00,0.581,10.7,0.3479,74.6370
20736,3.690,[SPIKE] 突發網路波動,46.60,75.8,35.8,1.0,3.00,0.668,14.3,0.3799,76.0438
20787,3.740,[SPIKE] 突發網路波動,45.43,76.0,31.0,1.2,3.00,0.735,13.6,0.3694,77.1534
20837,3.791,[SPIKE] 突發網路波動,44.62,76.2,33.1,1.0,3.00,0.699,13.3,0.3649,77.8484
20891,3.845,[SPIKE] 突發網路波動,42.83,76.5,42.3,0.7,3.00,0.590,16.7,0.2979,78.8496
20960,3.913,[SPIKE] 突發網路波動,45.61,76.8,45.6,0.4,3.00,0.493,10.9,0.2911,79.7164
21026,3.980,Chaos: local=67ms rtt=16ms,47.76,77.1,40.7,0.6,3.00,0.572,11.6,0.3394,80.6422
21101,4.055,Chaos: local=67ms rtt=16ms,46.11,77.2,43.1,0.7,2.95,0.559,14.1,0.3186,81.9358
21175,4.129,Chaos: local=67ms rtt=16ms,45.72,77.2,37.7,0.7,2.86,0.645,14.5,0.3630,83.3726
21225,4.179,Chaos: local=67ms rtt=16ms,44.22,77.0,38.7,0.7,2.78,0.632,14.7,0.3431,84.0724
21278,4.232,Chaos: local=67ms rtt=16ms,42.93,76.8,42.0,0.7,2.69,0.586,15.5,0.3138,85.0045
21330,4.284,Chaos: local=67ms rtt=16ms,42.59,76.3,46.8,0.7,2.60,0.506,15.5,0.2694,85.8823
21403,4.356,Chaos: local=67ms rtt=16ms,44.12,75.5,48.8,0.4,2.46,0.450,13.2,0.2561,86.6390
21469,4.423,Chaos: local=67ms rtt=16ms,46.35,74.5,57.3,0.6,2.34,0.300,10.9,0.1751,87.4901
21532,4.485,Chaos: local=67ms rtt=16ms,48.76,73.5,50.0,0.9,2.23,0.411,12.3,0.2721,88.2075
21586,4.539,Chaos: local=67ms rtt=16ms,45.40,72.6,51.0,1.0,2.15,0.443,20.2,0.2425,88.8142
21651,4.605,Chaos: local=67ms rtt=16ms,47.67,71.0,57.3,0.7,2.03,0.265,11.7,0.1826,89.5457
21705,4.658,Chaos: local=67ms rtt=16ms,53.09,69.7,59.9,0.7,1.95,0.194,8.0,0.1696,89.8294
21758,4.712,Chaos: local=67ms rtt=16ms,57.17,68.4,58.5,0.9,1.87,0.196,6.4,0.2184,90.4045
21814,4.768,Chaos: local=67ms rtt=16ms,57.74,67.1,59.7,1.0,1.80,0.172,9.8,0.2117,91.0807
21871,4.825,Chaos: local=67ms rtt=16ms,58.38,65.5,63.3,0.8,1.73,0.083,7.9,0.1068,91.6544
21922,4.876,Chaos: local=67ms rtt=16ms,61.95,64.2,52.7,0.5,1.68,0.236,7.1,0.3038,92.1857
22013,4.966,Chaos: local=67ms rtt=16ms,48.88,62.3,44.8,0.5,1.61,0.561,29.3,0.3432,94.1053
22090,5.043,Chaos: local=67ms rtt=16ms,38.51,60.0,43.9,0.7,1.54,0.519,26.5,0.2711,95.3180
22162,5.116,Chaos: local=67ms rtt=16ms,34.99,57.7,41.1,0.8,1.48,0.512,22.6,0.2703,96.1324
22239,5.193,Chaos: local=67ms rtt=16ms,31.49,55.6,41.2,1.0,1.43,0.575,28.4,0.2476,97.1623
22318,5.272,Chaos: local=67ms rtt=16ms,29.23,53.4,40.5,0.6,1.38,0.558,28.2,0.2387,98.1241
22393,5.346,Chaos: local=67ms rtt=16ms,28.91,51.3,38.6,0.6,1.34,0.561,26.5,0.2404,99.0865
22478,5.431,Chaos: local=67ms rtt=16ms,27.40,49.2,38.6,0.8,1.31,0.612,30.1,0.2187,99.9759
22560,5.514,Chaos: local=67ms rtt=16ms,26.65,46.9,38.5,0.6,1.28,0.530,28.7,0.2227,100.8414
22642,5.595,Chaos: local=67ms rtt=16ms,26.44,45.1,38.0,0.8,1.25,0.591,31.1,0.2090,101.7283
22729,5.683,Chaos: local=67ms rtt=16ms,25.64,43.0,38.1,0.6,1.23,0.483,30.2,0.2190,102.7853
22802,5.756,Chaos: local=67ms rtt=16ms,28.19,41.2,33.5,0.4,1.21,0.495,23.2,0.2439,103.4897
22885,5.838,Chaos: local=67ms rtt=16ms,27.48,39.7,35.4,0.7,1.20,0.494,28.3,0.2420,104.4461
22969,5.923,Chaos: local=67ms rtt=16ms,26.76,38.0,35.3,0.7,1.18,0.487,29.6,0.2369,105.6268
23055,6.008,Chaos: local=67ms rtt=16ms,26.29,36.4,35.1,0.7,1.17,0.477,30.8,0.2344,106.5730
23136,6.090,Chaos: local=67ms rtt=16ms,26.47,35.0,33.9,0.7,1.16,0.458,29.6,0.2394,107.5017
23220,6.174,Chaos: local=67ms rtt=16ms,26.33,33.6,33.5,0.4,1.16,0.437,30.2,0.2387,108.4499
23293,6.247,Chaos: local=67ms rtt=16ms,28.74,32.3,30.9,0.7,1.15,0.322,22.1,0.2526,109.4290
23364,6.318,Chaos: local=67ms rtt=16ms,31.21,31.4,30.6,0.8,1.15,0.288,21.5,0.2609,110.2201
23421,6.374,Chaos: local=67ms rtt=16ms,37.90,30.5,23.1,0.6,1.14,0.449,10.9,0.2858,110.9908
23502,6.455,Chaos: local=67ms rtt=16ms,33.33,29.6,29.9,0.7,1.14,0.357,25.6,0.2893,112.1743
23577,6.531,Chaos: local=67ms rtt=16ms,30.72,28.7,30.8,0.8,1.14,0.427,29.9,0.2578,113.2262
23653,6.606,Chaos: local=67ms rtt=16ms,29.55,27.8,28.9,0.5,1.13,0.280,25.3,0.2520,114.2643
23718,6.672,Chaos: local=67ms rtt=16ms,31.46,27.1,27.3,0.8,1.13,0.372,23.0,0.2778,115.0919
23798,6.752,Chaos: local=67ms rtt=16ms,29.19,26.3,29.7,1.0,1.13,0.429,30.2,0.2467,116.0786
23880,6.833,Chaos: local=67ms rtt=16ms,27.99,25.5,28.0,0.7,1.13,0.348,27.5,0.2531,117.0710
23947,6.901,Chaos: local=67ms rtt=16ms,30.93,24.9,25.2,0.7,1.13,0.283,19.2,0.2681,118.1110
