Timestamp(ms),Elapsed(s),IsURSActive,FPS,RTT(ms),MTP(ms),Jitter(ms),Loss(%),LocalLag(ms),LocalRatio,EdgeRatio,Reward,Phase,SyncRTT,SyncLag,CubeCount,ParticleRate,Temperature(C)
63912208147119,0.000,1,60.00,5.0,7.1,0.00,0.000,7.58,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,0,0,40.5
63912208147855,0.000,1,60.00,5.0,7.7,0.77,0.000,7.29,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,40.5
63912208147880,0.020,1,60.00,5.0,7.7,0.77,0.000,7.46,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,40.5
63912208147932,0.069,1,60.00,5.0,7.8,0.89,0.000,7.51,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,40.5
63912208147978,0.117,1,60.00,5.0,8.0,1.18,0.000,7.27,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,40.5
63912208148011,0.151,1,60.00,5.0,7.9,1.12,0.000,7.02,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,40.5
63912208148033,0.174,1,60.00,5.0,7.8,0.91,0.000,7.37,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,40.5
63912208148051,0.193,1,60.00,5.0,7.7,0.76,0.000,7.49,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,40.5
63912208148069,0.211,1,60.00,5.0,7.6,0.67,0.000,7.25,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,40.5
63912208148086,0.227,1,60.00,5.0,7.6,0.58,0.000,7.60,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,40.5
63912208148103,0.246,1,60.00,5.0,7.5,0.50,0.000,7.41,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,40.5
63912208148120,0.261,1,60.00,5.0,7.4,0.45,0.000,7.05,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,40.5
63912208148140,0.282,1,60.00,5.0,7.4,0.42,0.000,7.43,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,40.5
63912208148157,0.298,1,60.00,5.0,7.5,0.43,0.000,7.57,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,40.5
63912208148177,0.318,1,60.00,5.0,7.5,0.48,0.000,7.52,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,40.5
