Timestamp(ms),Elapsed(s),Phase,FPS,RTT(ms),MTP(ms),Jitter(ms),Loss(%),LoadRatio,CPU_Load(ms),Reward_Inst,Reward_Cum
10953,0.020,,120.00,2.0,3.2,0.0,0.00,0.200,0.0,0.0000,0.0000
12510,0.040,Chaos: local=19ms rtt=32ms,113.64,2.1,4.6,0.7,0.00,0.200,3.4,0.0000,0.0000
12621,0.151,Chaos: local=19ms rtt=32ms,107.84,2.3,4.8,0.8,0.00,0.200,3.9,0.0000,0.0000
12680,0.210,Chaos: local=19ms rtt=32ms,89.48,3.3,5.3,0.6,0.06,0.200,3.3,0.0000,0.0000
12737,0.267,Chaos: local=19ms rtt=32ms,87.27,3.5,5.7,0.8,0.08,0.200,3.9,0.0000,0.0000
12821,0.351,Chaos: local=19ms rtt=32ms,85.72,3.9,6.4,1.2,0.12,0.200,3.5,0.0000,0.0000
12874,0.404,Chaos: local=19ms rtt=32ms,83.56,4.5,6.7,1.0,0.17,0.200,3.5,0.0000,0.0000
12933,0.463,Chaos: local=19ms rtt=32ms,82.51,5.2,7.0,0.6,0.21,0.200,4.1,0.0000,0.0000
12991,0.521,Chaos: local=19ms rtt=32ms,82.69,5.5,7.2,0.6,0.24,0.200,3.7,0.0000,0.0000
13048,0.578,Chaos: local=19ms rtt=32ms,82.59,6.3,8.1,0.8,0.28,0.200,4.1,0.0000,0.0000
13116,0.646,Chaos: local=19ms rtt=32ms,81.39,6.9,8.6,0.7,0.31,0.200,4.3,0.0000,0.0000
13177,0.707,Chaos: local=19ms rtt=32ms,80.95,7.7,9.0,0.4,0.35,0.200,4.2,0.0000,0.0000
13236,0.766,Chaos: local=19ms rtt=32ms,80.51,8.5,9.7,0.5,0.38,0.200,4.4,0.0000,0.0000
13291,0.822,Chaos: local=19ms rtt=32ms,80.48,9.2,10.3,0.7,0.40,0.200,4.0,0.0000,0.0000
13353,0.883,Chaos: local=19ms rtt=32ms,80.41,10.0,10.9,0.6,0.43,0.200,4.3,0.0000,0.0000
13404,0.934,Chaos: local=19ms rtt=32ms,79.80,10.6,11.3,0.4,0.45,0.200,4.1,0.0000,0.0000
13462,0.992,Chaos: local=19ms rtt=32ms,78.69,11.4,12.0,0.5,0.47,0.201,4.2,0.0000,0.0000
13528,1.058,Chaos: local=19ms rtt=32ms,77.32,12.3,13.0,0.8,0.49,0.201,4.7,0.0000,0.0000
13591,1.121,Chaos: local=19ms rtt=32ms,77.40,13.0,13.8,1.1,0.50,0.201,4.4,0.0000,0.0000
13654,1.185,Chaos: local=19ms rtt=32ms,75.84,14.0,14.6,1.0,0.52,0.201,5.0,0.0000,0.0000
13706,1.236,Chaos: local=19ms rtt=32ms,76.49,14.6,14.8,0.7,0.53,0.201,4.5,0.0000,0.0000
13770,1.300,Chaos: local=19ms rtt=32ms,76.26,15.5,15.1,0.3,0.54,0.204,4.8,0.0000,0.0000
13835,1.365,Chaos: local=19ms rtt=32ms,75.69,16.3,15.8,0.3,0.55,0.204,5.0,0.0000,0.0000
13910,1.440,Chaos: local=19ms rtt=32ms,74.36,17.1,16.8,0.7,0.56,0.204,5.3,0.0000,0.0000
13971,1.501,Chaos: local=19ms rtt=32ms,74.01,18.0,17.8,1.1,0.57,0.204,5.1,0.0000,0.0000
14036,1.567,Chaos: local=19ms rtt=32ms,73.61,18.7,18.6,1.1,0.58,0.204,5.8,0.0000,0.0000
14092,1.622,Chaos: local=19ms rtt=32ms,73.43,19.4,18.7,0.8,0.59,0.210,5.6,0.0000,0.0000
14153,1.683,Chaos: local=19ms rtt=32ms,72.55,20.0,19.0,0.5,0.59,0.210,5.8,0.0000,0.0000
14224,1.754,Chaos: local=19ms rtt=32ms,72.73,20.7,19.4,0.5,0.60,0.210,5.2,0.0000,0.0000
14290,1.820,Chaos: local=19ms rtt=32ms,72.34,21.4,20.3,0.7,0.60,0.210,5.9,0.0000,0.0000
14340,1.870,Chaos: local=19ms rtt=32ms,72.18,21.9,20.6,0.7,0.61,0.210,5.3,0.0000,0.0000
14402,1.932,Chaos: local=19ms rtt=32ms,72.22,22.5,21.1,0.9,0.61,0.218,5.5,0.0000,0.0000
14468,1.998,Chaos: local=19ms rtt=32ms,71.34,23.1,21.6,0.9,0.61,0.218,5.8,0.0000,0.0000
14518,2.048,Chaos: local=19ms rtt=32ms,70.61,23.5,21.8,0.6,0.62,0.218,6.0,0.0000,0.0000
14583,2.113,Chaos: local=19ms rtt=32ms,70.23,24.1,22.0,0.2,0.62,0.218,6.4,0.0000,0.0000
14648,2.178,Chaos: local=19ms rtt=32ms,70.39,24.6,22.3,0.3,0.62,0.218,5.8,0.0000,0.0000
14707,2.237,Chaos: local=19ms rtt=32ms,70.00,25.0,22.9,0.6,0.62,0.218,6.3,0.0000,0.0000
14759,2.289,Chaos: local=19ms rtt=32ms,69.26,25.4,23.4,0.9,0.62,0.227,6.4,0.0000,0.0000
14823,2.353,Chaos: local=19ms rtt=32ms,68.57,25.9,23.7,0.9,0.63,0.227,6.5,0.0000,0.0000
14885,2.415,Chaos: local=19ms rtt=32ms,68.36,26.2,23.9,0.7,0.63,0.227,6.5,0.0000,0.0000
14951,2.481,Chaos: local=19ms rtt=32ms,67.76,26.7,24.2,0.7,0.63,0.227,6.6,0.0000,0.0000
15002,2.532,Chaos: local=19ms rtt=32ms,67.21,27.0,24.5,0.7,0.63,0.227,6.9,0.0000,0.0000
15064,2.594,Chaos: local=19ms rtt=32ms,67.69,27.3,24.4,0.7,0.63,0.237,6.4,0.0000,0.0000
15129,2.659,Chaos: local=19ms rtt=32ms,66.92,27.6,24.8,0.7,0.63,0.237,7.0,0.0000,0.0000
15192,2.722,Chaos: local=19ms rtt=32ms,65.95,27.9,25.0,0.7,0.63,0.237,7.1,0.0000,0.0000
15258,2.788,Chaos: local=19ms rtt=32ms,66.38,28.3,25.3,0.7,0.63,0.237,6.9,0.0000,0.0000
15310,2.840,Chaos: local=19ms rtt=32ms,65.89,28.5,25.4,0.7,0.63,0.237,6.6,0.0000,0.0000
15374,2.904,Chaos: local=19ms rtt=32ms,65.59,28.8,25.4,0.6,0.63,0.247,7.3,0.0000,0.0000
15427,2.957,Chaos: local=19ms rtt=32ms,66.22,29.0,25.3,0.4,0.63,0.247,6.6,0.0000,0.0000
15481,3.011,Chaos: local=19ms rtt=32ms,66.20,29.2,25.5,0.6,0.63,0.247,6.5,0.0000,0.0000
15546,3.076,Chaos: local=19ms rtt=32ms,65.58,29.4,25.9,0.8,0.63,0.247,6.6,0.0000,0.0000
15599,3.129,Chaos: local=19ms rtt=32ms,65.28,29.6,26.1,0.7,0.63,0.247,7.3,0.0000,0.0000
15664,3.194,Chaos: local=19ms rtt=32ms,64.91,29.8,26.0,0.6,0.63,0.247,6.7,0.0000,0.0000
15720,3.250,Chaos: local=19ms rtt=32ms,64.73,30.0,26.2,0.7,0.63,0.257,7.6,0.0000,0.0000
15774,3.304,Chaos: local=19ms rtt=32ms,65.03,30.1,26.4,1.1,0.63,0.257,6.9,0.0000,0.0000
15841,3.371,Chaos: local=19ms rtt=32ms,63.84,30.3,26.8,1.1,0.63,0.257,7.7,0.0000,0.0000
15892,3.422,Chaos: local=19ms rtt=32ms,63.87,30.4,26.7,0.8,0.63,0.257,7.8,0.0000,0.0000
15944,3.474,Chaos: local=19ms rtt=32ms,63.81,30.5,26.4,0.5,0.63,0.257,7.2,0.0000,0.0000
16009,3.539,Chaos: local=19ms rtt=32ms,63.65,30.7,26.1,0.2,0.63,0.267,7.6,0.0000,0.0000
16060,3.590,Chaos: local=19ms rtt=32ms,63.26,30.8,26.3,0.4,0.63,0.267,7.5,0.0000,0.0000
16128,3.658,Chaos: local=49ms rtt=35ms,62.26,30.9,26.8,0.7,0.63,0.267,8.0,0.0000,0.0000
16184,3.714,Chaos: local=49ms rtt=35ms,61.54,31.0,27.3,1.1,0.63,0.267,8.2,0.0000,0.0000
16241,3.771,Chaos: local=49ms rtt=35ms,62.00,31.1,27.1,1.1,0.62,0.267,7.3,0.0000,0.0000
16308,3.838,Chaos: local=49ms rtt=35ms,61.27,31.3,26.9,0.7,0.61,0.277,8.3,0.0000,0.0000
