Timestamp(ms),Elapsed(s),Phase,FPS,RTT(ms),MTP(ms),Jitter(ms),Loss(%),LoadRatio,CPU_Load(ms),Reward_Inst,Reward_Cum
15364,0.000,,120.00,2.0,2.7,0.0,0.00,0.321,0.0,0.8681,0.8681
16917,0.020,P1: 天堂,111.78,2.1,5.0,0.7,0.00,0.582,5.1,0.7058,1.5739
16994,0.040,P1: 天堂,104.08,2.2,5.6,0.8,0.00,0.581,6.1,0.6747,3.5818
17059,0.156,P1: 天堂,79.48,2.7,5.4,0.6,0.00,0.381,5.6,0.5682,5.7589
17155,0.217,P1: 天堂,78.35,2.9,5.3,0.7,0.00,0.211,4.2,0.6078,8.1624
17206,0.313,P1: 天堂,80.94,3.2,5.9,1.2,0.00,0.369,5.0,0.5897,9.9731
17270,0.379,P1: 天堂,79.88,3.3,5.8,0.9,0.00,0.284,4.8,0.6072,11.7771
17326,0.436,P1: 天堂,81.88,3.4,5.3,0.6,0.00,0.265,3.5,0.6193,13.6269
17389,0.498,P1: 天堂,81.35,3.5,5.7,0.6,0.00,0.196,4.4,0.6236,15.5015
17447,0.557,P1: 天堂,82.53,3.5,5.5,0.8,0.00,0.268,3.2,0.6219,17.3727
17502,0.612,P1: 天堂,83.54,3.6,5.8,0.7,0.00,0.194,3.4,0.6428,19.2915
17556,0.666,P1: 天堂,83.49,3.6,5.6,0.5,0.00,0.236,3.9,0.6428,20.5760
17617,0.723,P1: 天堂,82.17,3.6,5.5,0.5,0.00,0.293,4.1,0.6221,22.4651
17675,0.784,P1: 天堂,82.21,3.7,5.7,0.7,0.00,0.215,3.4,0.6255,24.3319
17736,0.843,P1: 天堂,82.15,3.7,5.9,0.7,0.00,0.253,4.4,0.6279,26.2083
17791,0.900,P1: 天堂,82.83,3.7,5.5,0.5,0.00,0.245,3.5,0.6318,28.1004
17851,0.960,P1: 天堂,81.06,3.7,5.8,0.4,0.00,0.287,5.0,0.6140,29.9659
17901,1.005,P1: 天堂,81.07,3.7,5.8,0.6,0.00,0.223,3.9,0.6229,31.8125
17959,1.067,P1: 天堂,81.04,3.7,6.1,1.0,0.00,0.268,4.5,0.6178,33.6682
18016,1.123,P1: 天堂,80.81,3.7,6.3,1.2,0.00,0.270,4.5,0.6193,34.9043
18073,1.181,P1: 天堂,80.71,3.7,6.1,0.9,0.00,0.273,4.5,0.6181,36.7540
18129,1.239,P1: 天堂,80.33,3.7,5.8,0.6,0.00,0.243,4.0,0.6156,38.5998
18186,1.295,P1: 天堂,80.66,3.7,5.3,0.2,0.00,0.323,3.9,0.6014,40.4226
18243,1.351,P1: 天堂,79.86,3.7,5.6,0.3,0.00,0.250,4.4,0.6089,42.2348
18299,1.408,P1: 天堂,81.62,3.7,5.8,0.6,0.00,0.229,3.9,0.6255,44.0912
18353,1.461,P1: 天堂,81.33,3.7,6.0,0.9,0.00,0.306,4.5,0.6159,45.3135
18411,1.518,P1: 天堂,79.27,3.7,6.3,1.2,0.00,0.395,5.4,0.5711,47.0729
18475,1.582,P1: 天堂,78.82,3.7,5.7,0.9,0.00,0.349,4.1,0.5805,48.7996
18534,1.643,P1: 天堂,79.48,3.7,5.5,0.6,0.00,0.261,3.5,0.5998,50.5843
18590,1.699,P1: 天堂,79.23,3.7,5.7,0.4,0.00,0.260,4.5,0.6072,52.4134
18647,1.756,P1: 天堂,79.75,3.7,5.8,0.6,0.00,0.258,4.5,0.6104,54.2318
18707,1.813,P1: 天堂,80.22,3.7,6.0,0.7,0.00,0.231,4.7,0.6141,56.0708
18765,1.873,P1: 天堂,81.77,3.7,5.8,0.8,0.00,0.253,3.7,0.6254,57.9367
18824,1.931,P1: 天堂,82.07,3.7,6.0,1.0,0.00,0.278,4.1,0.6237,59.8072
18885,1.992,P1: 天堂,81.50,3.7,6.2,0.8,0.00,0.244,4.9,0.6212,61.6712
18941,2.049,P1: 天堂,81.96,3.7,5.7,0.5,0.00,0.233,3.8,0.6305,63.5614
18996,2.105,P1: 天堂,81.61,3.7,5.6,0.2,0.00,0.310,4.8,0.6173,64.7993
19059,2.168,P1: 天堂,82.06,3.7,5.5,0.4,0.00,0.220,3.4,0.6304,67.2885
19113,2.223,P1: 天堂,83.33,3.7,5.7,0.7,0.00,0.257,3.3,0.6306,68.5554
19171,2.279,P1: 天堂,81.37,3.7,6.0,1.0,0.00,0.351,4.6,0.5980,70.3906
19231,2.338,P1: 天堂,80.62,3.7,6.1,0.9,0.00,0.302,5.0,0.6058,72.2052
19290,2.400,P1: 天堂,80.76,3.7,5.7,0.7,0.00,0.247,3.4,0.6194,74.0412
19349,2.458,P1: 天堂,82.62,3.7,5.8,0.7,0.00,0.233,3.8,0.6347,75.9320
19409,2.517,P1: 天堂,82.69,3.7,5.8,0.7,0.00,0.235,3.8,0.6349,77.8351
19473,2.580,P1: 天堂,83.67,3.7,5.7,0.7,0.00,0.228,3.2,0.6398,79.7444
19535,2.641,P1: 天堂,83.70,3.8,5.9,0.7,0.00,0.210,4.0,0.6479,81.6838
19594,2.698,P1: 天堂,84.08,3.8,5.8,0.7,0.00,0.216,3.3,0.6471,83.6189
19651,2.757,P1: 天堂,83.66,3.8,5.8,0.7,0.00,0.205,3.5,0.6454,85.5490
19713,2.820,P1: 天堂,83.86,3.8,5.8,0.7,0.00,0.204,3.4,0.6446,87.4800
19774,2.881,P1: 天堂,83.45,3.8,5.8,0.6,0.00,0.196,3.4,0.6414,89.4070
19829,2.939,P1: 天堂,84.17,3.8,5.3,0.4,0.00,0.296,3.3,0.6313,91.3124
19889,2.997,P1: 天堂,81.74,3.8,6.0,0.6,0.00,0.263,4.9,0.6205,93.1832
19951,3.060,P1: 天堂,81.36,3.8,5.9,0.8,0.00,0.252,3.9,0.6225,95.0577
20012,3.122,P1: 天堂,82.62,3.8,5.8,0.7,0.00,0.217,3.3,0.6330,96.9434
20072,3.180,P1: 天堂,82.42,3.8,5.8,0.6,0.00,0.218,3.7,0.6339,98.8492
20135,3.241,P1: 天堂,83.15,3.8,5.9,0.8,0.00,0.216,3.2,0.6342,100.7523
20198,3.305,P1: 天堂,83.13,3.8,6.3,1.2,0.00,0.241,4.2,0.6379,103.3090
20257,3.366,P1: 天堂,82.62,3.8,6.3,1.0,0.00,0.206,4.3,0.6352,105.2191
20312,3.422,P1: 天堂,83.58,3.8,5.9,0.7,0.00,0.165,3.0,0.6279,106.4794
20372,3.479,P1: 天堂,82.80,3.8,5.5,0.3,0.00,0.309,4.0,0.6179,108.3528
20439,3.544,P1: 天堂,80.82,3.8,5.6,0.2,0.00,0.277,4.4,0.6128,110.7992
20502,3.610,P1: 天堂,80.31,3.7,5.9,0.6,0.00,0.226,4.3,0.6173,112.6397
20558,3.667,P1: 天堂,80.54,3.7,6.1,1.0,0.00,0.328,4.8,0.5988,114.4444
20616,3.724,P1: 天堂,79.58,3.7,6.2,1.2,0.00,0.355,5.0,0.5904,115.6354
20682,3.788,P1: 天堂,78.84,3.7,5.9,0.9,0.00,0.324,4.3,0.5902,117.9975
20751,3.836,P1: 天堂,80.16,3.7,5.7,0.6,0.00,0.223,3.4,0.6129,119.8127
20803,3.899,P1: 天堂,81.15,3.7,5.6,0.4,0.00,0.278,4.0,0.6174,121.6573
20867,3.967,P1: 天堂,81.36,3.7,5.9,0.6,0.00,0.203,4.4,0.6236,123.5185
20934,4.036,P1: 天堂,81.32,3.7,5.9,0.7,0.00,0.241,4.3,0.6250,125.3882
20987,4.097,P1: 天堂,82.11,3.7,5.8,0.7,0.00,0.228,3.7,0.6324,127.2757
21041,4.150,P1: 天堂,82.17,3.8,5.9,0.7,0.00,0.205,3.9,0.6343,129.1780
21096,4.204,P1: 天堂,83.20,3.8,5.8,0.7,0.00,0.203,3.2,0.6375,130.4511
21147,4.256,P1: 天堂,83.91,3.8,5.7,0.7,0.00,0.241,3.3,0.6385,132.3690
21206,4.314,P1: 天堂,84.02,3.8,5.5,0.5,0.00,0.247,3.3,0.6383,134.2925
21265,4.375,P1: 天堂,82.24,3.8,5.5,0.5,0.00,0.303,3.7,0.6198,136.1687
21327,4.437,P1: 天堂,82.54,3.8,5.7,0.8,0.00,0.294,3.6,0.6171,138.0302
21393,4.493,P1: 天堂,82.39,3.8,6.1,1.0,0.00,0.243,4.1,0.6316,139.9160
21453,4.562,P1: 天堂,83.25,3.8,5.8,0.8,0.00,0.236,3.4,0.6375,141.8177
21508,4.618,P1: 天堂,83.17,3.8,6.0,0.7,0.00,0.177,3.9,0.6356,143.7256
21562,4.672,P1: 天堂,83.35,3.8,6.0,0.8,0.00,0.180,3.6,0.6412,145.6481
21615,4.724,P1: 天堂,83.84,3.8,6.1,1.0,0.00,0.207,3.7,0.6452,146.9355
21668,4.777,P1: 天堂,84.54,3.8,5.9,0.9,0.00,0.222,3.0,0.6469,148.8734
21725,4.831,P1: 天堂,84.39,3.8,6.1,0.6,0.00,0.186,4.4,0.6421,150.7899
21781,4.888,P1: 天堂,84.52,3.8,5.4,0.4,0.00,0.293,3.3,0.6339,152.7090
21841,4.949,P1: 天堂,83.19,3.8,5.6,0.5,0.00,0.246,3.4,0.6373,154.6120
21913,5.014,P1: 天堂,84.10,3.8,6.0,0.7,0.00,0.186,3.7,0.6362,156.5069
21966,5.074,P1: 天堂,84.66,3.8,6.0,0.8,0.00,0.177,3.4,0.6479,158.4497
22021,5.130,P1: 天堂,84.28,3.8,6.0,1.0,0.00,0.215,3.4,0.6476,160.3912
22076,5.185,P1: 天堂,84.46,3.8,5.9,0.9,0.00,0.212,3.4,0.6482,161.6853
22152,5.247,P1: 天堂,84.25,3.8,5.7,0.6,0.00,0.227,3.5,0.6431,164.2515
22209,5.318,P1: 天堂,82.49,3.8,6.0,0.7,0.00,0.165,3.6,0.6259,166.1546
22267,5.375,P1: 天堂,83.17,3.8,6.2,0.8,0.00,0.177,4.1,0.6362,168.0661
22330,5.438,P1: 天堂,83.69,3.8,5.8,0.6,0.00,0.213,3.6,0.6440,169.9948
22386,5.496,P1: 天堂,83.59,3.8,5.8,0.6,0.00,0.222,3.6,0.6395,171.9098
22443,5.551,P1: 天堂,84.38,3.8,5.9,0.8,0.00,0.192,3.2,0.6482,173.8477
22501,5.611,P1: 天堂,85.11,3.8,5.6,0.7,0.00,0.235,2.8,0.6444,175.7832
22567,5.672,P1: 天堂,84.33,3.8,5.8,0.5,0.00,0.230,4.3,0.6437,177.7094
22628,5.738,P1: 天堂,82.34,3.8,5.6,0.5,0.00,0.282,3.7,0.6235,179.5923
22688,5.798,P1: 天堂,83.20,3.8,5.9,0.7,0.00,0.236,3.9,0.6379,181.4960
22745,5.854,P1: 天堂,83.57,3.8,6.0,0.7,0.00,0.187,3.8,0.6405,183.4183
22801,5.910,P1: 天堂,83.92,3.8,5.8,0.7,0.00,0.216,3.1,0.6424,185.3442
22863,5.969,P1: 天堂,83.28,3.8,6.0,0.7,0.00,0.178,3.8,0.6397,187.2609
22918,6.027,P1: 天堂,83.57,3.8,5.8,0.7,0.00,0.211,3.1,0.6414,189.1824
22972,6.080,P1: 天堂,83.98,3.8,5.8,0.6,0.00,0.182,3.2,0.6423,190.4702
23035,6.145,P1: 天堂,83.14,3.8,5.6,0.4,0.00,0.252,3.7,0.6338,192.3861
23092,6.201,P1: 天堂,81.49,3.8,5.9,0.6,0.00,0.275,4.5,0.6209,194.2449
23148,6.258,P1: 天堂,82.25,3.8,5.8,0.8,0.00,0.245,3.4,0.6279,196.1287
23203,6.313,P1: 天堂,82.72,3.8,6.0,0.7,0.00,0.193,3.7,0.6369,198.0321
23276,6.369,P1: 天堂,82.60,3.8,5.7,0.6,0.00,0.225,3.7,0.6305,199.9285
23333,6.442,P1: 天堂,82.91,3.8,6.0,0.8,0.00,0.187,3.7,0.6366,201.8418
23443,6.456,P1: 天堂,83.36,3.8,6.0,0.8,0.00,0.182,3.2,0.6421,205.6886
23512,6.607,P1: 天堂,84.63,3.8,5.9,0.6,0.00,0.186,3.7,0.6444,207.5960
23565,6.664,P1: 天堂,85.59,3.8,5.8,0.9,0.00,0.237,3.1,0.6483,209.5458
23627,6.735,P1: 天堂,84.60,3.8,6.0,0.9,0.00,0.216,3.4,0.6499,211.5000
23702,6.795,P1: 天堂,84.81,3.8,5.9,0.7,0.00,0.182,3.1,0.6494,214.0917
23758,6.854,P1: 天堂,84.57,3.8,5.9,0.7,0.00,0.194,3.6,0.6507,216.0443
23813,6.921,P1: 天堂,84.10,3.8,5.9,0.7,0.00,0.193,3.4,0.6458,217.3347
23868,6.976,P1: 天堂,84.70,3.8,5.7,0.7,0.00,0.240,3.0,0.6442,219.2675
23923,7.033,P1: 天堂,85.14,3.8,5.9,0.7,0.00,0.190,3.1,0.6533,221.2109
23977,7.086,P1: 天堂,84.65,3.8,6.0,0.8,0.00,0.196,3.6,0.6491,223.1608
24029,7.139,P1: 天堂,83.62,3.8,6.1,1.0,0.00,0.225,3.9,0.6412,224.4512
24086,7.196,P1: 天堂,83.45,3.8,6.2,0.8,0.00,0.152,3.6,0.6335,226.3752
24157,7.256,P1: 天堂,84.50,3.8,5.6,0.6,0.00,0.255,3.3,0.6448,228.9470
24215,7.324,P1: 天堂,83.33,3.8,5.9,0.7,0.00,0.214,3.8,0.6408,230.2227
24274,7.382,P1: 天堂,83.78,3.8,6.0,0.8,0.00,0.191,3.5,0.6441,232.1519
24328,7.436,P1: 天堂,84.10,3.8,5.6,0.6,0.00,0.251,3.3,0.6352,234.0650
24389,7.498,P1: 天堂,83.01,3.8,5.6,0.4,0.00,0.255,4.0,0.6345,235.9748
24468,7.561,P1: 天堂,82.10,3.8,5.9,0.6,0.00,0.203,4.1,0.6294,238.4770
24524,7.632,P1: 天堂,83.08,3.8,5.8,0.7,0.00,0.227,3.6,0.6366,240.3688
24579,7.688,P1: 天堂,83.40,3.8,6.0,0.7,0.00,0.177,3.8,0.6376,242.2832
24630,7.740,P1: 天堂,83.66,3.8,6.0,0.7,0.00,0.181,3.7,0.6424,243.5684
24686,7.795,P1: 天堂,83.99,3.8,5.9,0.7,0.00,0.206,3.6,0.6449,245.5005
24743,7.854,P1: 天堂,84.81,3.8,5.6,0.7,0.00,0.246,3.0,0.6421,247.4333
24797,7.906,P1: 天堂,84.53,3.8,5.7,0.5,0.00,0.207,3.4,0.6497,248.7308
24850,7.960,P1: 天堂,82.57,3.8,5.8,0.4,0.00,0.291,4.7,0.6247,250.6303
24920,8.018,P1: 天堂,80.81,3.8,6.0,0.7,0.00,0.220,4.5,0.6234,253.1103
24974,8.084,P1: 天堂,82.18,3.8,6.0,1.0,0.00,0.233,3.4,0.6292,254.3624
25027,8.138,P1: 天堂,82.64,3.8,6.1,0.9,0.00,0.217,3.9,0.6360,256.2655
25079,8.178,P1: 天堂,83.23,3.8,6.0,0.8,0.00,0.180,3.6,0.6384,258.1796
25139,8.244,P1: 天堂,83.83,3.8,5.9,0.7,0.00,0.193,3.8,0.6452,260.1066
25192,8.301,P1: 天堂,84.36,3.8,5.7,0.5,0.00,0.239,3.8,0.6485,261.3966
25249,8.357,P1: 天堂,83.79,3.8,5.5,0.4,0.00,0.314,3.8,0.6264,263.2990
25309,8.418,P1: 天堂,82.02,3.8,5.9,0.7,0.00,0.215,4.0,0.6292,265.1801
25365,8.477,P1: 天堂,83.08,3.8,5.7,0.8,0.00,0.254,2.9,0.6289,267.0672
25420,8.529,P1: 天堂,83.94,3.8,5.9,0.7,0.00,0.190,3.8,0.6424,268.9857
25474,8.583,P1: 天堂,83.77,3.8,5.7,0.6,0.00,0.239,3.9,0.6397,270.2707
25526,8.637,P1: 天堂,83.32,3.8,6.0,0.8,0.00,0.190,3.4,0.6421,272.1908
25576,8.687,P1: 天堂,83.84,3.8,6.0,0.8,0.00,0.185,3.4,0.6430,273.4789
25635,8.733,P1: 天堂,84.57,3.8,5.7,0.6,0.00,0.236,3.2,0.6455,275.4126
25686,8.796,P1: 天堂,83.79,3.8,5.8,0.6,0.00,0.208,3.8,0.6427,277.3477
25739,8.848,P1: 天堂,83.65,3.8,5.9,0.9,0.00,0.225,3.2,0.6380,279.2648
25793,8.903,P1: 天堂,84.17,3.8,6.1,1.2,0.00,0.241,3.4,0.6421,280.5515
25850,8.958,P1: 天堂,83.95,3.8,6.3,1.1,0.00,0.229,4.3,0.6439,282.4859
25904,9.013,P1: 天堂,84.26,3.8,5.8,0.7,0.00,0.203,3.2,0.6493,284.4247
25957,9.067,P1: 天堂,83.96,3.8,5.7,0.5,0.00,0.255,3.8,0.6368,286.3424
26009,9.119,P1: 天堂,82.85,3.8,6.0,0.7,0.00,0.186,3.9,0.6371,287.6166
26059,9.170,P1: 天堂,83.76,3.8,6.1,0.8,0.00,0.176,3.7,0.6380,289.5322
26111,9.222,P1: 天堂,84.70,3.8,5.9,0.7,0.00,0.166,2.9,0.6439,290.8233
26163,9.272,P1: 天堂,84.31,3.8,5.6,0.5,0.00,0.258,3.6,0.6427,292.7355
26215,9.324,P1: 天堂,83.54,3.8,5.5,0.5,0.00,0.317,3.9,0.6229,293.9940
26269,9.378,P1: 天堂,82.55,3.8,5.8,0.6,0.00,0.219,3.8,0.6359,295.8873
26322,9.432,P1: 天堂,82.70,3.8,6.0,0.7,0.00,0.187,4.0,0.6327,297.7876
26373,9.482,P1: 天堂,83.21,3.8,6.0,0.8,0.00,0.188,3.4,0.6380,299.0636
26428,9.538,P1: 天堂,83.94,3.8,6.0,1.0,0.00,0.216,3.4,0.6460,300.9925
26482,9.589,P1: 天堂,84.17,3.8,6.0,0.8,0.00,0.198,3.3,0.6484,302.9334
26533,9.642,P1: 天堂,84.45,3.8,5.8,0.6,0.00,0.303,4.4,0.6256,304.1967
26586,9.695,P1: 天堂,83.05,3.8,5.8,0.4,0.00,0.257,4.5,0.6340,306.1034
26639,9.748,P1: 天堂,82.91,3.8,5.9,0.5,0.00,0.205,4.2,0.6351,307.9978
26689,9.800,P1: 天堂,83.78,3.8,5.7,0.7,0.00,0.282,3.8,0.6272,309.2638
26744,9.854,P1: 天堂,83.61,3.8,5.9,0.7,0.00,0.183,3.7,0.6389,311.1851
26799,9.909,P1: 天堂,83.88,3.8,5.4,0.5,0.00,0.255,3.1,0.6361,313.1002
26852,9.962,P1: 天堂,82.49,3.8,5.6,0.4,0.00,0.235,3.8,0.6309,314.3680
26908,10.016,P2: 網路壓力,82.29,3.8,5.9,0.7,0.00,0.247,4.3,0.6297,316.2614
26978,10.072,P2: 網路壓力,82.02,3.8,6.0,1.0,0.03,0.275,3.8,0.6232,318.7705
27037,10.145,P2: 網路壓力,79.97,4.0,6.4,1.1,0.10,0.273,4.5,0.6099,319.9908
27091,10.201,P2: 網路壓力,80.39,4.3,6.2,0.8,0.17,0.273,3.9,0.6118,321.8252
27146,10.255,P2: 網路壓力,79.37,4.7,6.6,0.5,0.24,0.244,4.8,0.6080,323.6543
27203,10.312,P2: 網路壓力,79.80,5.2,6.5,0.4,0.32,0.284,3.7,0.6068,325.4663
27257,10.367,P2: 網路壓力,81.06,5.8,7.2,0.6,0.40,0.244,3.4,0.6186,326.6953
27319,10.429,P2: 網路壓力,81.52,6.7,8.4,0.7,0.49,0.206,4.4,0.6240,329.1808
27372,10.481,P2: 網路壓力,82.22,7.6,8.7,0.6,0.57,0.225,3.4,0.6291,330.4348
27437,10.534,P2: 網路壓力,81.72,8.6,9.6,0.4,0.64,0.203,3.9,0.6284,332.3286
27490,10.600,P2: 網路壓力,82.55,9.9,10.4,0.6,0.73,0.239,3.6,0.6335,334.2270
27545,10.657,P2: 網路壓力,82.13,11.2,11.2,0.8,0.80,0.264,3.3,0.6290,336.1218
27607,10.717,P2: 網路壓力,81.92,12.5,13.0,0.7,0.87,0.202,4.0,0.6250,338.0118
27662,10.771,P2: 網路壓力,81.89,13.8,13.5,0.5,0.92,0.249,4.6,0.6266,339.8910
27720,10.828,P2: 網路壓力,81.61,15.3,15.4,0.7,0.98,0.185,4.0,0.6156,341.7570
27773,10.882,P2: 網路壓力,81.50,16.6,15.4,0.8,1.03,0.266,4.4,0.6329,343.0139
27826,10.936,P2: 網路壓力,80.95,18.0,16.3,0.6,1.08,0.264,4.0,0.6207,344.8779
27883,10.992,P2: 網路壓力,79.92,19.5,17.7,0.6,1.12,0.248,4.6,0.6092,346.7301
27935,11.044,P2: 網路壓力,79.32,20.8,19.5,0.8,1.16,0.216,4.3,0.6027,347.9304
27990,11.100,P2: 網路壓力,78.90,22.3,20.1,1.2,1.19,0.250,4.1,0.6010,349.7408
28044,11.154,P2: 網路壓力,78.36,23.7,21.1,1.1,1.22,0.259,4.8,0.5953,351.5483
28098,11.208,P2: 網路壓力,79.26,25.1,22.2,0.8,1.25,0.237,4.0,0.5991,353.3369
28156,11.263,P2: 網路壓力,78.30,26.5,20.3,0.4,1.28,0.370,5.6,0.6037,354.5443
28216,11.324,P2: 網路壓力,77.19,28.0,24.7,0.2,1.31,0.215,4.4,0.5668,356.3035
28270,11.379,P2: 網路壓力,78.68,29.4,26.2,0.5,1.33,0.203,4.1,0.5773,358.0136
28324,11.434,P2: 網路壓力,79.33,30.7,21.5,0.8,1.35,0.411,4.3,0.6007,359.8083
28398,11.495,P2: 網路壓力,75.42,32.1,23.9,0.8,1.36,0.366,5.0,0.5858,362.1516
28458,11.566,P2: 網路壓力,74.12,33.7,27.2,0.6,1.38,0.293,5.4,0.5633,363.8341
28514,11.623,P2: 網路壓力,74.64,34.9,26.5,0.7,1.40,0.346,5.5,0.5759,364.9778
28570,11.677,P2: 網路壓力,74.06,36.1,23.1,1.1,1.41,0.470,5.0,0.5650,366.6876
28634,11.741,P2: 網路壓力,70.80,37.4,25.3,1.2,1.42,0.440,5.9,0.5496,368.3536
28709,11.806,P2: 網路壓力,70.76,38.6,28.4,0.8,1.43,0.357,5.1,0.5431,370.5080
