Timestamp(ms),Elapsed(s),Phase,FPS,RTT(ms),MTP(ms),Jitter(ms),Loss(%),LoadRatio,CPU_Load(ms),Reward_Inst,Reward_Cum
15650,0.020,,120.00,2.0,2.7,0.0,0.00,0.321,0.0,0.8681,0.8681
17205,0.040,Chaos: local=7ms rtt=34ms,113.17,2.1,4.2,0.7,0.00,0.576,3.8,0.7187,1.5868
17323,0.158,Chaos: local=7ms rtt=34ms,105.13,2.2,5.4,0.8,0.00,0.359,6.2,0.7575,5.1224
17390,0.225,Chaos: local=7ms rtt=34ms,88.16,3.0,5.2,0.6,0.06,0.266,4.1,0.6643,7.6415
17441,0.277,Chaos: local=7ms rtt=34ms,81.83,3.6,6.0,0.9,0.14,0.274,4.5,0.6174,8.8560
17506,0.342,Chaos: local=7ms rtt=34ms,78.99,4.0,6.5,1.2,0.19,0.335,5.0,0.5846,11.1593
17571,0.407,Chaos: local=7ms rtt=34ms,79.48,4.6,6.7,0.9,0.26,0.272,4.5,0.6071,12.9756
17633,0.469,Chaos: local=7ms rtt=34ms,80.07,5.2,7.1,0.6,0.31,0.225,4.8,0.6135,14.8147
17693,0.528,Chaos: local=7ms rtt=34ms,81.30,5.9,7.3,0.7,0.36,0.247,3.5,0.6232,16.6687
17744,0.579,Chaos: local=7ms rtt=34ms,81.02,6.4,8.1,0.8,0.40,0.223,4.1,0.6251,17.9159
17816,0.651,Chaos: local=7ms rtt=34ms,81.93,7.2,8.6,0.7,0.45,0.213,3.9,0.6301,20.4257
17875,0.711,Chaos: local=7ms rtt=34ms,81.86,8.1,8.6,0.4,0.51,0.279,3.7,0.6231,22.3053
17939,0.774,Chaos: local=7ms rtt=34ms,80.94,8.9,9.7,0.6,0.55,0.240,3.8,0.6243,24.1734
17998,0.833,Chaos: local=7ms rtt=34ms,80.93,9.7,10.7,0.7,0.59,0.214,4.2,0.6218,26.0463
18059,0.895,Chaos: local=7ms rtt=34ms,81.81,10.6,11.0,0.6,0.62,0.231,3.9,0.6315,27.9354
18110,0.945,Chaos: local=7ms rtt=34ms,81.62,11.3,11.5,0.4,0.65,0.216,3.7,0.6290,29.8235
18169,1.005,Chaos: local=7ms rtt=34ms,82.66,12.2,12.1,0.5,0.68,0.235,3.5,0.6319,31.7046
18221,1.056,Chaos: local=7ms rtt=34ms,82.16,12.9,12.5,0.8,0.70,0.279,4.2,0.6261,32.9580
18271,1.107,Chaos: local=7ms rtt=34ms,80.58,13.7,13.1,1.1,0.72,0.299,4.6,0.6195,34.8263
18333,1.168,Chaos: local=7ms rtt=34ms,79.01,14.5,13.9,1.1,0.74,0.289,4.7,0.6078,36.6532
