Timestamp(ms),Elapsed(s),Phase,FPS,RTT(ms),MTP(ms),Jitter(ms),Loss(%),LoadRatio,CPU_Load(ms),Reward_Inst,Reward_Cum
4466,0.020,,0.00,0.0,1002.0,0.0,0.00,0.500,0.0,0.0000,0.0000
5567,0.040,P1: 起始平穩,13.60,2.9,79.4,0.9,0.00,0.960,5.0,0.0000,0.0000
5667,0.139,P1: 起始平穩,20.70,3.5,54.8,1.1,0.00,0.920,10.6,0.0000,0.0000
5710,0.183,P1: 起始平穩,43.60,4.7,30.5,0.8,0.00,0.721,9.2,0.0000,0.0000
5756,0.229,P1: 起始平穩,50.89,5.0,27.4,0.7,0.00,0.634,7.2,0.0000,0.0000
5807,0.280,P1: 起始平穩,53.00,5.2,27.0,1.0,0.00,0.542,9.3,0.0000,0.0000
5839,0.312,P1: 起始平穩,57.20,5.3,26.2,1.4,0.00,0.439,7.4,0.0000,0.0000
5865,0.338,P1: 起始平穩,61.43,5.4,25.3,1.6,0.00,0.376,5.4,0.0000,0.0000
5890,0.363,P1: 起始平穩,63.63,5.5,24.8,1.6,0.00,0.324,5.8,0.0000,0.0000
5913,0.386,P1: 起始平穩,65.84,5.5,24.1,1.4,0.00,0.274,5.2,0.0000,0.0000
5951,0.424,P1: 起始平穩,69.39,5.6,23.2,1.2,0.00,0.227,3.7,0.0000,0.0000
5992,0.465,P1: 起始平穩,72.53,5.7,22.4,0.9,0.00,0.151,4.3,0.0000,0.0000
6019,0.492,P1: 起始平穩,74.32,5.8,21.9,0.7,0.00,0.150,4.5,0.0000,0.0000
6042,0.515,P1: 起始平穩,80.72,5.8,21.0,0.8,0.00,0.150,1.5,0.0000,0.0000
6063,0.536,P1: 起始平穩,81.49,5.8,21.0,0.9,0.00,0.150,3.5,0.0000,0.0000
6082,0.555,P1: 起始平穩,83.56,5.8,20.8,1.0,0.00,0.150,2.5,0.0000,0.0000
6104,0.577,P1: 起始平穩,83.73,5.8,20.9,1.1,0.00,0.150,3.5,0.0000,0.0000
6124,0.597,P1: 起始平穩,82.61,5.8,21.1,1.1,0.00,0.150,4.5,0.0000,0.0000
6146,0.619,P1: 起始平穩,80.69,5.8,21.3,1.1,0.00,0.150,5.5,0.0000,0.0000
6165,0.638,P1: 起始平穩,81.42,5.8,21.1,0.9,0.00,0.150,3.5,0.0000,0.0000
6182,0.655,P1: 起始平穩,84.92,5.8,20.4,0.8,0.00,0.150,1.5,0.0000,0.0000
6203,0.676,P1: 起始平穩,83.79,5.8,20.5,0.7,0.00,0.150,4.5,0.0000,0.0000
6222,0.695,P1: 起始平穩,83.93,5.8,20.4,0.6,0.00,0.150,3.5,0.0000,0.0000
6243,0.716,P1: 起始平穩,82.86,5.8,20.5,0.6,0.00,0.150,4.5,0.0000,0.0000
6260,0.733,P1: 起始平穩,86.38,5.8,20.0,0.6,0.00,0.150,1.5,0.0000,0.0000
6280,0.753,P1: 起始平穩,87.31,5.8,19.9,0.6,0.00,0.190,2.5,0.0000,0.0000
6302,0.775,P1: 起始平穩,84.20,5.8,20.5,0.7,0.00,0.150,5.9,0.0000,0.0000
6322,0.795,P1: 起始平穩,87.64,5.8,20.1,0.8,0.00,0.150,1.5,0.0000,0.0000
6339,0.812,P1: 起始平穩,90.15,5.8,19.8,0.9,0.00,0.158,1.5,0.0000,0.0000
6358,0.831,P1: 起始平穩,89.17,5.8,20.0,0.9,0.00,0.156,3.6,0.0000,0.0000
6376,0.849,P1: 起始平穩,89.63,5.8,19.9,0.9,0.00,0.150,2.6,0.0000,0.0000
6393,0.866,P1: 起始平穩,91.64,5.8,19.7,0.9,0.00,0.150,1.5,0.0000,0.0000
6412,0.885,P1: 起始平穩,93.19,5.8,19.4,0.8,0.00,0.150,1.5,0.0000,0.0000
6432,0.905,P1: 起始平穩,90.58,5.8,19.6,0.8,0.00,0.150,4.5,0.0000,0.0000
6454,0.927,P1: 起始平穩,87.22,5.8,20.0,0.7,0.00,0.150,5.5,0.0000,0.0000
6475,0.948,P1: 起始平穩,85.37,5.8,20.1,0.6,0.00,0.150,4.5,0.0000,0.0000
