Timestamp(ms),Elapsed(s),Phase,FPS,RTT(ms),MTP(ms),Jitter(ms),Loss(%),LoadRatio,CPU_Load(ms),Reward_Inst,Reward_Cum
4468,0.020,,60.00,20.0,46.7,0.0,0.00,1.000,0.0,0.0000,0.0000
5457,0.040,P1: 起始平穩,58.50,22.1,59.7,10.5,0.00,1.000,32.0,0.0000,0.0000
5536,0.119,P1: 起始平穩,57.23,24.0,63.0,11.5,0.00,1.000,32.0,0.0000,0.0000
5594,0.177,P1: 起始平穩,50.55,26.0,69.8,14.0,0.00,1.000,34.0,0.0000,0.0000
5638,0.221,P1: 起始平穩,45.55,26.9,69.3,10.5,0.00,1.000,30.0,0.0000,0.0000
5685,0.268,P1: 起始平穩,42.13,27.1,68.8,8.0,0.00,0.844,32.0,0.0000,0.0000
5726,0.309,P1: 起始平穩,38.99,27.2,68.1,5.2,0.00,0.844,26.3,0.0000,0.0000
5770,0.352,P1: 起始平穩,36.78,26.8,66.6,2.6,0.00,0.844,27.3,0.0000,0.0000
5816,0.399,P1: 起始平穩,34.72,26.4,67.6,2.5,0.00,0.844,29.3,0.0000,0.0000
5861,0.444,P1: 起始平穩,32.75,26.5,71.9,4.8,0.00,0.844,29.3,0.0000,0.0000
5907,0.490,P1: 起始平穩,31.13,27.1,76.4,7.2,0.00,0.789,28.3,0.0000,0.0000
5948,0.531,P1: 起始平穩,29.76,28.2,80.9,9.2,0.00,0.789,23.7,0.0000,0.0000
5991,0.574,P1: 起始平穩,28.94,28.9,82.1,8.6,0.00,0.789,25.7,0.0000,0.0000
6036,0.619,P1: 起始平穩,28.07,28.9,80.4,5.8,0.00,0.789,27.7,0.0000,0.0000
6078,0.661,P1: 起始平穩,27.23,28.5,78.7,3.5,0.00,0.789,25.7,0.0000,0.0000
6122,0.705,P1: 起始平穩,26.67,27.9,78.2,2.7,0.00,0.764,26.7,0.0000,0.0000
6164,0.747,P1: 起始平穩,26.13,27.9,80.6,4.3,0.00,0.764,23.9,0.0000,0.0000
6205,0.788,P1: 起始平穩,25.78,28.4,83.7,6.5,0.00,0.764,24.9,0.0000,0.0000
6246,0.829,P1: 起始平穩,25.54,28.8,84.8,6.9,0.00,0.764,23.9,0.0000,0.0000
