Timestamp(ms),Elapsed(s),Phase,FPS,RTT(ms),MTP(ms),Jitter(ms),Loss(%),LoadRatio,CPU_Load(ms),Reward_Inst,Reward_Cum
19137,0.000,,120.00,2.0,3.2,0.0,0.00,0.200,0.0,0.0000,0.0000
21196,0.020,P1: 天堂,113.08,2.1,4.6,0.7,0.00,0.200,3.9,0.0000,0.0000
21341,0.040,P1: 天堂,108.21,2.3,4.7,0.8,0.00,0.200,3.3,0.0000,0.0000
21392,0.220,P1: 天堂,87.33,3.1,5.3,0.7,0.00,0.200,3.7,0.0000,0.0000
21451,0.277,P1: 天堂,87.07,3.2,5.6,1.0,0.00,0.200,3.2,0.0000,0.0000
21514,0.338,P1: 天堂,86.32,3.3,5.9,1.2,0.00,0.200,3.3,0.0000,0.0000
21582,0.403,P1: 天堂,85.39,3.4,5.7,0.8,0.00,0.200,3.5,0.0000,0.0000
21639,0.471,P1: 天堂,84.54,3.5,5.5,0.6,0.00,0.200,3.4,0.0000,0.0000
21700,0.532,P1: 天堂,84.62,3.6,5.8,0.7,0.00,0.200,3.5,0.0000,0.0000
21761,0.593,P1: 天堂,85.36,3.6,5.8,0.8,0.00,0.200,3.3,0.0000,0.0000
21811,0.644,P1: 天堂,85.27,3.7,5.7,0.6,0.00,0.200,3.4,0.0000,0.0000
21872,0.704,P1: 天堂,85.40,3.7,5.6,0.4,0.00,0.200,3.3,0.0000,0.0000
21932,0.764,P1: 天堂,84.85,3.7,5.8,0.6,0.00,0.200,3.6,0.0000,0.0000
21993,0.826,P1: 天堂,84.73,3.7,5.8,0.7,0.00,0.200,3.5,0.0000,0.0000
22053,0.885,P1: 天堂,84.10,3.7,5.8,0.6,0.00,0.200,3.7,0.0000,0.0000
22113,0.945,P1: 天堂,83.30,3.8,5.7,0.4,0.00,0.200,3.9,0.0000,0.0000
22173,1.005,P1: 天堂,84.20,3.8,5.8,0.6,0.00,0.200,3.3,0.0000,0.0000
22233,1.017,P1: 天堂,84.61,3.8,5.8,0.7,0.00,0.200,3.1,0.0000,0.0000
22284,1.116,P1: 天堂,83.75,3.8,6.2,1.2,0.00,0.200,3.3,0.0000,0.0000
22334,1.165,P1: 天堂,83.98,3.8,6.2,1.0,0.00,0.200,3.8,0.0000,0.0000
22395,1.228,P1: 天堂,84.91,3.8,5.8,0.7,0.00,0.200,3.1,0.0000,0.0000
22457,1.289,P1: 天堂,84.63,3.8,5.6,0.3,0.00,0.200,3.7,0.0000,0.0000
22519,1.350,P1: 天堂,84.62,3.8,5.5,0.3,0.00,0.200,3.2,0.0000,0.0000
22569,1.400,P1: 天堂,84.44,3.8,5.9,0.6,0.00,0.200,3.9,0.0000,0.0000
22620,1.451,P1: 天堂,85.19,3.8,5.9,0.9,0.00,0.200,3.0,0.0000,0.0000
22670,1.502,P1: 天堂,85.05,3.8,6.2,1.2,0.00,0.200,3.3,0.0000,0.0000
22731,1.564,P1: 天堂,84.20,3.8,6.3,1.0,0.00,0.200,3.9,0.0000,0.0000
22791,1.623,P1: 天堂,84.56,3.8,5.8,0.7,0.00,0.200,3.1,0.0000,0.0000
22842,1.674,P1: 天堂,84.79,3.8,5.7,0.5,0.00,0.200,3.6,0.0000,0.0000
22903,1.735,P1: 天堂,85.13,3.8,5.7,0.5,0.00,0.200,3.2,0.0000,0.0000
22961,1.794,P1: 天堂,85.04,3.8,5.8,0.7,0.00,0.200,3.2,0.0000,0.0000
23023,1.854,P1: 天堂,84.07,3.8,6.0,0.7,0.00,0.200,3.8,0.0000,0.0000
23081,1.914,P1: 天堂,84.14,3.8,6.2,0.9,0.00,0.200,3.9,0.0000,0.0000
23141,1.974,P1: 天堂,84.35,3.8,6.0,0.9,0.00,0.200,3.2,0.0000,0.0000
23201,2.034,P1: 天堂,84.24,3.8,5.9,0.6,0.00,0.200,3.8,0.0000,0.0000
23251,2.082,P1: 天堂,84.49,3.8,5.5,0.3,0.00,0.200,3.2,0.0000,0.0000
23305,2.136,P1: 天堂,84.77,3.8,5.5,0.2,0.00,0.200,3.5,0.0000,0.0000
23357,2.188,P1: 天堂,85.71,3.8,5.7,0.5,0.00,0.200,3.1,0.0000,0.0000
