Timestamp(ms),Elapsed(s),Phase,FPS,RTT(ms),MTP(ms),Jitter(ms),Loss(%),LoadRatio,CPU_Load(ms),Reward_Inst,Reward_Cum
11422,0.020,,120.00,2.0,3.2,0.0,0.00,0.200,0.0,0.0000,0.0000
12966,0.040,Chaos: local=68ms rtt=46ms,114.05,2.1,4.5,0.7,0.00,0.200,3.1,0.0000,0.0000
13089,0.163,Chaos: local=68ms rtt=46ms,108.92,2.3,4.7,0.8,0.00,0.200,3.3,0.0000,0.0000
13139,0.214,Chaos: local=68ms rtt=46ms,88.15,3.5,5.6,0.6,0.01,0.200,3.9,0.0000,0.0000
13207,0.281,Chaos: local=68ms rtt=46ms,86.11,3.9,6.2,0.9,0.02,0.200,3.9,0.0000,0.0000
13289,0.363,Chaos: local=68ms rtt=46ms,82.34,4.6,7.0,1.2,0.02,0.200,4.1,0.0000,0.0000
13347,0.421,Chaos: local=68ms rtt=46ms,78.63,5.3,7.5,0.8,0.03,0.200,5.0,0.0000,0.0000
13399,0.473,Chaos: local=68ms rtt=46ms,77.18,6.1,8.0,0.6,0.04,0.200,5.5,0.0000,0.0000
13453,0.527,Chaos: local=68ms rtt=46ms,76.02,6.9,8.6,0.7,0.04,0.200,5.0,0.0000,0.0000
13509,0.583,Chaos: local=68ms rtt=46ms,73.94,7.7,9.6,0.8,0.05,0.200,5.7,0.0000,0.0000
13565,0.640,Chaos: local=68ms rtt=46ms,72.60,8.6,10.1,0.7,0.05,0.200,5.7,0.0000,0.0000
13621,0.695,Chaos: local=68ms rtt=46ms,70.54,9.6,11.0,0.4,0.06,0.200,6.8,0.0000,0.0000
13680,0.754,Chaos: local=68ms rtt=46ms,69.11,10.6,11.9,0.5,0.06,0.200,6.9,0.0000,0.0000
13752,0.826,Chaos: local=68ms rtt=46ms,67.34,11.8,12.9,0.7,0.06,0.200,6.7,0.0000,0.0000
13815,0.889,Chaos: local=68ms rtt=46ms,65.19,13.2,14.1,0.6,0.07,0.200,7.3,0.0000,0.0000
13878,0.953,Chaos: local=68ms rtt=46ms,63.59,14.4,15.1,0.4,0.07,0.200,7.9,0.0000,0.0000
13942,1.016,Chaos: local=68ms rtt=46ms,61.80,15.7,16.2,0.6,0.08,0.202,8.3,0.0000,0.0000
13993,1.067,Chaos: local=68ms rtt=46ms,61.07,16.7,17.3,0.9,0.08,0.202,8.5,0.0000,0.0000
14044,1.118,Chaos: local=68ms rtt=46ms,60.32,17.7,18.4,1.2,0.08,0.202,8.5,0.0000,0.0000
14108,1.182,Chaos: local=68ms rtt=46ms,58.88,18.9,19.4,1.0,0.08,0.202,9.2,0.0000,0.0000
14164,1.238,Chaos: local=68ms rtt=46ms,57.44,20.1,20.2,0.7,0.09,0.202,10.1,0.0000,0.0000
14229,1.303,Chaos: local=68ms rtt=46ms,56.63,21.1,20.6,0.4,0.09,0.206,9.7,0.0000,0.0000
14286,1.360,Chaos: local=68ms rtt=46ms,55.35,22.4,21.7,0.2,0.09,0.206,10.5,0.0000,0.0000
14352,1.426,Chaos: local=68ms rtt=46ms,54.07,23.6,22.9,0.6,0.09,0.206,10.5,0.0000,0.0000
14422,1.496,Chaos: local=68ms rtt=46ms,52.97,24.9,24.4,1.0,0.09,0.206,11.1,0.0000,0.0000
14483,1.557,Chaos: local=68ms rtt=46ms,51.92,26.0,25.5,1.2,0.09,0.206,11.5,0.0000,0.0000
14538,1.612,Chaos: local=68ms rtt=46ms,50.77,26.7,25.9,0.9,0.10,0.214,12.3,0.0000,0.0000
14601,1.675,Chaos: local=68ms rtt=46ms,49.30,28.0,26.6,0.5,0.10,0.214,12.4,0.0000,0.0000
14665,1.739,Chaos: local=68ms rtt=46ms,49.04,29.0,27.3,0.4,0.10,0.214,12.1,0.0000,0.0000
14718,1.792,Chaos: local=68ms rtt=46ms,48.16,29.8,28.3,0.6,0.10,0.214,13.0,0.0000,0.0000
14783,1.857,Chaos: local=68ms rtt=46ms,47.52,30.7,29.1,0.7,0.10,0.214,13.4,0.0000,0.0000
14863,1.937,Chaos: local=68ms rtt=46ms,46.27,31.7,29.9,0.9,0.10,0.224,13.7,0.0000,0.0000
