Timestamp(ms),Elapsed(s),Phase,FPS,RTT(ms),MTP(ms),Jitter(ms),Loss(%),LoadRatio,CPU_Load(ms),Reward_Inst,Reward_Cum
4276,0.020,,120.00,2.0,12.3,0.0,0.00,0.500,0.0,0.0000,0.0000
5302,0.040,P1: 起始平穩,109.50,6.2,17.7,0.4,0.00,0.500,17.0,0.0000,0.0000
5384,0.122,P1: 起始平穩,100.58,9.5,21.9,0.5,0.00,0.500,18.0,0.0000,0.0000
5423,0.161,P1: 起始平穩,87.32,12.3,26.6,0.8,0.00,0.360,17.0,0.0000,0.0000
5450,0.188,P1: 起始平穩,78.10,14.6,30.3,0.8,0.00,0.360,11.8,0.0000,0.0000
5505,0.243,P1: 起始平穩,71.77,16.5,33.2,0.8,0.00,0.360,12.8,0.0000,0.0000
5538,0.276,P1: 起始平穩,63.77,18.0,36.5,0.8,0.00,0.872,13.8,0.0000,0.0000
5586,0.324,P1: 起始平穩,58.79,18.7,38.6,0.9,0.00,0.872,30.2,0.0000,0.0000
5627,0.365,P1: 起始平穩,53.06,19.3,41.3,1.1,0.00,0.872,26.2,0.0000,0.0000
5669,0.407,P1: 起始平穩,48.73,19.8,43.4,1.1,0.00,0.974,27.2,0.0000,0.0000
5714,0.452,P1: 起始平穩,44.99,20.0,45.1,0.9,0.00,0.974,29.2,0.0000,0.0000
5762,0.500,P1: 起始平穩,41.62,20.2,46.7,0.5,0.00,0.974,30.2,0.0000,0.0000
5811,0.549,P1: 起始平穩,38.51,20.2,48.4,0.2,0.00,0.995,33.2,0.0000,0.0000
5857,0.595,P1: 起始平穩,35.77,20.2,50.4,0.2,0.00,0.995,29.8,0.0000,0.0000
5907,0.645,P1: 起始平穩,33.69,20.3,52.4,0.5,0.00,0.995,33.8,0.0000,0.0000
5956,0.694,P1: 起始平穩,31.65,20.4,54.6,0.7,0.00,0.995,33.8,0.0000,0.0000
6003,0.741,P1: 起始平穩,29.92,20.5,56.9,1.0,0.00,0.995,30.8,0.0000,0.0000
6051,0.789,P1: 起始平穩,28.62,20.6,58.6,1.1,0.00,0.995,31.8,0.0000,0.0000
6101,0.839,P1: 起始平穩,27.49,20.7,59.9,0.9,0.00,0.995,32.8,0.0000,0.0000
6150,0.888,P1: 起始平穩,26.36,20.7,61.2,0.6,0.00,0.995,33.8,0.0000,0.0000
6198,0.936,P1: 起始平穩,25.43,20.7,62.6,0.6,0.00,0.995,31.8,0.0000,0.0000
6248,0.986,P1: 起始平穩,24.74,20.7,64.1,1.0,0.00,0.995,33.8,0.0000,0.0000
6296,1.034,P1: 起始平穩,24.03,20.8,65.7,1.3,0.00,0.995,31.8,0.0000,0.0000
6344,1.082,P1: 起始平穩,23.59,20.9,66.6,1.3,0.00,0.995,31.8,0.0000,0.0000
6393,1.131,P1: 起始平穩,23.18,21.0,67.4,1.2,0.00,0.995,33.8,0.0000,0.0000
6441,1.179,P1: 起始平穩,22.73,21.1,68.4,1.3,0.00,0.995,30.8,0.0000,0.0000
6486,1.224,P1: 起始平穩,22.46,21.2,69.2,1.5,0.00,0.995,29.8,0.0000,0.0000
6536,1.274,P1: 起始平穩,22.40,21.2,69.4,1.5,0.00,0.995,33.8,0.0000,0.0000
6582,1.320,P1: 起始平穩,22.04,21.2,69.9,1.3,0.00,0.995,29.8,0.0000,0.0000
6632,1.370,P1: 起始平穩,22.01,21.1,69.3,0.7,0.00,0.995,33.8,0.0000,0.0000
6679,1.417,P1: 起始平穩,21.72,21.0,69.4,0.4,0.00,0.995,29.8,0.0000,0.0000
6729,1.467,P1: 起始平穩,21.69,20.9,69.6,0.5,0.00,0.995,33.8,0.0000,0.0000
6775,1.513,P1: 起始平穩,21.42,20.9,70.4,0.8,0.00,0.995,29.8,0.0000,0.0000
