Time,FPS,RTT,LoadRatio,Jitter,LossRate
72.90,45.99,126.59,0.48,4.30,0.0012
72.93,45.99,126.59,0.48,4.30,0.0012
72.95,45.99,126.59,0.48,4.30,0.0012
72.97,45.99,126.59,0.48,4.30,0.0012
72.99,45.99,126.59,0.48,4.30,0.0012
73.01,45.99,126.59,0.48,4.30,0.0012
73.03,45.99,126.59,0.48,4.30,0.0012
73.06,45.99,126.59,0.48,4.30,0.0012
73.08,45.99,126.59,0.48,4.30,0.0012
73.10,45.99,126.59,0.48,4.30,0.0012
73.12,45.99,126.59,0.48,4.30,0.0012
73.14,45.99,126.59,0.48,4.30,0.0012
73.16,45.99,126.59,0.48,4.30,0.0012
73.19,45.99,126.59,0.48,4.30,0.0012
73.21,46.06,125.94,0.49,0.23,0.0027
73.23,46.06,125.94,0.49,0.23,0.0027
73.25,46.06,125.94,0.49,0.23,0.0027
73.28,46.06,125.94,0.49,0.23,0.0027
73.30,46.06,125.94,0.49,0.23,0.0027
73.32,46.06,125.94,0.49,0.23,0.0027
73.34,46.06,125.94,0.49,0.23,0.0027
73.36,46.06,125.94,0.49,0.23,0.0027
73.38,46.06,125.94,0.49,0.23,0.0027
73.41,46.06,125.94,0.49,0.23,0.0027
73.43,46.06,125.94,0.49,0.23,0.0027
73.45,46.06,125.94,0.49,0.23,0.0027
73.47,46.06,125.94,0.49,0.23,0.0027
73.49,46.06,125.94,0.49,0.23,0.0027
73.52,46.06,125.94,0.49,0.23,0.0027
73.54,46.06,125.94,0.49,0.23,0.0027
73.56,46.06,125.94,0.49,0.23,0.0027
73.59,46.06,125.94,0.49,0.23,0.0027
73.61,46.06,125.94,0.49,0.23,0.0027
73.63,46.06,125.94,0.49,0.23,0.0027
73.65,46.06,125.94,0.49,0.23,0.0027
73.67,46.06,125.94,0.49,0.23,0.0027
73.70,46.06,125.94,0.49,0.23,0.0027
73.72,45.80,125.12,0.49,0.75,0.0037
73.74,45.80,125.12,0.49,0.75,0.0037
73.76,45.80,125.12,0.49,0.75,0.0037
73.79,45.80,125.12,0.49,0.75,0.0037
73.81,45.80,125.12,0.49,0.75,0.0037
73.83,45.80,125.12,0.49,0.75,0.0037
73.85,45.80,125.12,0.49,0.75,0.0037
73.88,45.80,125.12,0.49,0.75,0.0037
73.90,45.80,125.12,0.49,0.75,0.0037
73.92,45.80,125.12,0.49,0.75,0.0037
73.94,45.80,125.12,0.49,0.75,0.0037
73.96,45.80,125.12,0.49,0.75,0.0037
73.99,45.80,125.12,0.49,0.75,0.0037
74.01,45.80,125.12,0.49,0.75,0.0037
74.03,45.80,125.12,0.49,0.75,0.0037
74.05,45.80,125.12,0.49,0.75,0.0037
74.07,45.80,125.12,0.49,0.75,0.0037
74.09,45.80,125.12,0.49,0.75,0.0037
74.12,45.80,125.12,0.49,0.75,0.0037
74.14,45.80,125.12,0.49,0.75,0.0037
74.16,45.80,125.12,0.49,0.75,0.0037
74.18,45.80,125.12,0.49,0.75,0.0037
74.20,45.80,125.12,0.49,0.75,0.0037
74.22,45.83,124.86,0.49,2.78,0.0002
74.24,45.83,124.86,0.49,2.78,0.0002
74.27,45.83,124.86,0.49,2.78,0.0002
74.29,45.83,124.86,0.49,2.78,0.0002
74.31,45.83,124.86,0.49,2.78,0.0002
74.33,45.83,124.86,0.49,2.78,0.0002
74.35,45.83,124.86,0.49,2.78,0.0002
74.37,45.83,124.86,0.49,2.78,0.0002
74.39,45.83,124.86,0.49,2.78,0.0002
74.42,45.83,124.86,0.49,2.78,0.0002
74.44,45.83,124.86,0.49,2.78,0.0002
74.46,45.83,124.86,0.49,2.78,0.0002
74.48,45.83,124.86,0.49,2.78,0.0002
74.50,45.83,124.86,0.49,2.78,0.0002
74.52,45.83,124.86,0.49,2.78,0.0002
74.55,45.83,124.86,0.49,2.78,0.0002
74.57,45.83,124.86,0.49,2.78,0.0002
74.59,45.83,124.86,0.49,2.78,0.0002
74.61,45.83,124.86,0.49,2.78,0.0002
74.63,45.83,124.86,0.49,2.78,0.0002
74.65,45.83,124.86,0.49,2.78,0.0002
74.68,45.83,124.86,0.49,2.78,0.0002
74.70,45.83,124.86,0.49,2.78,0.0002
74.72,45.83,124.86,0.49,2.78,0.0002
74.74,45.96,124.42,0.49,1.56,0.0033
74.76,45.96,124.42,0.49,1.56,0.0033
74.78,45.96,124.42,0.49,1.56,0.0033
74.80,45.96,124.42,0.49,1.56,0.0033
74.83,45.96,124.42,0.49,1.56,0.0033
74.85,45.96,124.42,0.49,1.56,0.0033
74.87,45.96,124.42,0.49,1.56,0.0033
74.89,45.96,124.42,0.49,1.56,0.0033
74.91,45.96,124.42,0.49,1.56,0.0033
74.93,45.96,124.42,0.49,1.56,0.0033
74.95,45.96,124.42,0.49,1.56,0.0033
74.98,45.96,124.42,0.49,1.56,0.0033
75.00,45.96,124.42,0.49,1.56,0.0033
75.02,45.96,124.42,0.49,1.56,0.0033
75.04,45.96,124.42,0.49,1.56,0.0033
75.06,45.96,124.42,0.49,1.56,0.0033
75.08,45.96,124.42,0.49,1.56,0.0033
75.10,45.96,124.42,0.49,1.56,0.0033
75.12,45.96,124.42,0.49,1.56,0.0033
75.14,45.96,124.42,0.49,1.56,0.0033
75.16,45.96,124.42,0.49,1.56,0.0033
75.19,45.96,124.42,0.49,1.56,0.0033
75.21,45.96,124.42,0.49,1.56,0.0033
75.23,45.96,124.42,0.49,1.56,0.0033
75.25,46.16,123.96,0.49,1.04,0.0022
75.27,46.16,123.96,0.49,1.04,0.0022
75.29,46.16,123.96,0.49,1.04,0.0022
75.31,46.16,123.96,0.49,1.04,0.0022
75.34,46.16,123.96,0.49,1.04,0.0022
75.36,46.16,123.96,0.49,1.04,0.0022
75.38,46.16,123.96,0.49,1.04,0.0022
75.40,46.16,123.96,0.49,1.04,0.0022
75.42,46.16,123.96,0.49,1.04,0.0022
75.44,46.16,123.96,0.49,1.04,0.0022
75.46,46.16,123.96,0.49,1.04,0.0022
75.49,46.16,123.96,0.49,1.04,0.0022
75.51,46.16,123.96,0.49,1.04,0.0022
75.53,46.16,123.96,0.49,1.04,0.0022
75.55,46.16,123.96,0.49,1.04,0.0022
75.57,46.16,123.96,0.49,1.04,0.0022
75.60,46.16,123.96,0.49,1.04,0.0022
75.62,46.16,123.96,0.49,1.04,0.0022
75.64,46.16,123.96,0.49,1.04,0.0022
75.66,46.16,123.96,0.49,1.04,0.0022
75.68,46.16,123.96,0.49,1.04,0.0022
75.70,46.16,123.96,0.49,1.04,0.0022
75.73,46.16,123.96,0.49,1.04,0.0022
75.75,46.16,123.96,0.49,1.04,0.0022
75.77,46.11,123.84,0.49,2.27,0.0019
75.79,46.11,123.84,0.49,2.27,0.0019
75.81,46.11,123.84,0.49,2.27,0.0019
75.83,46.11,123.84,0.49,2.27,0.0019
75.85,46.11,123.84,0.49,2.27,0.0019
75.88,46.11,123.84,0.49,2.27,0.0019
75.90,46.11,123.84,0.49,2.27,0.0019
75.92,46.11,123.84,0.49,2.27,0.0019
75.94,46.11,123.84,0.49,2.27,0.0019
75.96,46.11,123.84,0.49,2.27,0.0019
75.98,46.11,123.84,0.49,2.27,0.0019
76.00,46.11,123.84,0.49,2.27,0.0019
76.03,46.11,123.84,0.49,2.27,0.0019
76.05,46.11,123.84,0.49,2.27,0.0019
76.07,46.11,123.84,0.49,2.27,0.0019
76.09,46.11,123.84,0.49,2.27,0.0019
76.11,46.11,123.84,0.49,2.27,0.0019
76.13,46.11,123.84,0.49,2.27,0.0019
76.15,46.11,123.84,0.49,2.27,0.0019
76.17,46.11,123.84,0.49,2.27,0.0019
76.19,46.11,123.84,0.49,2.27,0.0019
76.21,46.11,123.84,0.49,2.27,0.0019
76.23,46.11,123.84,0.49,2.27,0.0019
76.25,46.11,123.84,0.49,2.27,0.0019
76.28,46.37,123.64,0.50,1.80,0.0013
76.30,46.37,123.64,0.50,1.80,0.0013
76.33,46.37,123.64,0.50,1.80,0.0013
76.35,46.37,123.64,0.50,1.80,0.0013
76.37,46.37,123.64,0.50,1.80,0.0013
76.39,46.37,123.64,0.50,1.80,0.0013
76.41,46.37,123.64,0.50,1.80,0.0013
76.44,46.37,123.64,0.50,1.80,0.0013
76.46,46.37,123.64,0.50,1.80,0.0013
76.48,46.37,123.64,0.50,1.80,0.0013
76.50,46.37,123.64,0.50,1.80,0.0013
76.52,46.37,123.64,0.50,1.80,0.0013
76.54,46.37,123.64,0.50,1.80,0.0013
76.56,46.37,123.64,0.50,1.80,0.0013
76.59,46.37,123.64,0.50,1.80,0.0013
76.61,46.37,123.64,0.50,1.80,0.0013
76.63,46.37,123.64,0.50,1.80,0.0013
76.65,46.37,123.64,0.50,1.80,0.0013
76.67,46.37,123.64,0.50,1.80,0.0013
76.70,46.37,123.64,0.50,1.80,0.0013
76.72,46.37,123.64,0.50,1.80,0.0013
76.74,46.37,123.64,0.50,1.80,0.0013
76.76,46.37,123.64,0.50,1.80,0.0013
76.79,46.16,123.49,0.50,3.86,0.0047
76.81,46.16,123.49,0.50,3.86,0.0047
76.83,46.16,123.49,0.50,3.86,0.0047
76.85,46.16,123.49,0.50,3.86,0.0047
76.88,46.16,123.49,0.50,3.86,0.0047
76.90,46.16,123.49,0.50,3.86,0.0047
76.92,46.16,123.49,0.50,3.86,0.0047
76.94,46.16,123.49,0.50,3.86,0.0047
76.96,46.16,123.49,0.50,3.86,0.0047
76.98,46.16,123.49,0.50,3.86,0.0047
77.01,46.16,123.49,0.50,3.86,0.0047
77.03,46.16,123.49,0.50,3.86,0.0047
77.05,46.16,123.49,0.50,3.86,0.0047
77.07,46.16,123.49,0.50,3.86,0.0047
77.09,46.16,123.49,0.50,3.86,0.0047
77.11,46.16,123.49,0.50,3.86,0.0047
77.13,46.16,123.49,0.50,3.86,0.0047
77.16,46.16,123.49,0.50,3.86,0.0047
77.18,46.16,123.49,0.50,3.86,0.0047
77.20,46.16,123.49,0.50,3.86,0.0047
77.22,46.16,123.49,0.50,3.86,0.0047
77.24,46.16,123.49,0.50,3.86,0.0047
77.26,46.16,123.49,0.50,3.86,0.0047
77.28,46.15,123.59,0.50,4.93,0.0044
77.31,46.15,123.59,0.50,4.93,0.0044
77.33,46.15,123.59,0.50,4.93,0.0044
77.35,46.15,123.59,0.50,4.93,0.0044
77.37,46.15,123.59,0.50,4.93,0.0044
77.39,46.15,123.59,0.50,4.93,0.0044
77.41,46.15,123.59,0.50,4.93,0.0044
77.44,46.15,123.59,0.50,4.93,0.0044
77.46,46.15,123.59,0.50,4.93,0.0044
77.48,46.15,123.59,0.50,4.93,0.0044
77.50,46.15,123.59,0.50,4.93,0.0044
77.53,46.15,123.59,0.50,4.93,0.0044
77.55,46.15,123.59,0.50,4.93,0.0044
77.57,46.15,123.59,0.50,4.93,0.0044
77.59,46.15,123.59,0.50,4.93,0.0044
77.61,46.15,123.59,0.50,4.93,0.0044
77.63,46.15,123.59,0.50,4.93,0.0044
77.65,46.15,123.59,0.50,4.93,0.0044
77.67,46.15,123.59,0.50,4.93,0.0044
77.69,46.15,123.59,0.50,4.93,0.0044
77.71,46.15,123.59,0.50,4.93,0.0044
77.73,46.15,123.59,0.50,4.93,0.0044
77.75,46.15,123.59,0.50,4.93,0.0044
77.78,46.15,123.59,0.50,4.93,0.0044
77.80,46.25,123.27,0.50,2.94,0.0021
77.82,46.25,123.27,0.50,2.94,0.0021
77.84,46.25,123.27,0.50,2.94,0.0021
77.86,46.25,123.27,0.50,2.94,0.0021
77.88,46.25,123.27,0.50,2.94,0.0021
77.90,46.25,123.27,0.50,2.94,0.0021
77.92,46.25,123.27,0.50,2.94,0.0021
77.95,46.25,123.27,0.50,2.94,0.0021
77.97,46.25,123.27,0.50,2.94,0.0021
77.99,46.25,123.27,0.50,2.94,0.0021
78.01,46.25,123.27,0.50,2.94,0.0021
78.03,46.25,123.27,0.50,2.94,0.0021
78.05,46.25,123.27,0.50,2.94,0.0021
78.08,46.25,123.27,0.50,2.94,0.0021
78.10,46.25,123.27,0.50,2.94,0.0021
78.12,46.25,123.27,0.50,2.94,0.0021
78.14,46.25,123.27,0.50,2.94,0.0021
78.16,46.25,123.27,0.50,2.94,0.0021
78.18,46.25,123.27,0.50,2.94,0.0021
78.20,46.25,123.27,0.50,2.94,0.0021
78.23,46.25,123.27,0.50,2.94,0.0021
78.25,46.25,123.27,0.50,2.94,0.0021
78.27,46.25,123.27,0.50,2.94,0.0021
78.29,46.25,123.27,0.50,2.94,0.0021
78.31,46.34,123.34,0.50,4.63,0.0007
78.33,46.34,123.34,0.50,4.63,0.0007
78.36,46.34,123.34,0.50,4.63,0.0007
78.38,46.34,123.34,0.50,4.63,0.0007
78.40,46.34,123.34,0.50,4.63,0.0007
78.42,46.34,123.34,0.50,4.63,0.0007
78.44,46.34,123.34,0.50,4.63,0.0007
78.46,46.34,123.34,0.50,4.63,0.0007
78.48,46.34,123.34,0.50,4.63,0.0007
78.50,46.34,123.34,0.50,4.63,0.0007
78.52,46.34,123.34,0.50,4.63,0.0007
78.54,46.34,123.34,0.50,4.63,0.0007
78.57,46.34,123.34,0.50,4.63,0.0007
78.59,46.34,123.34,0.50,4.63,0.0007
78.61,46.34,123.34,0.50,4.63,0.0007
78.63,46.34,123.34,0.50,4.63,0.0007
78.65,46.34,123.34,0.50,4.63,0.0007
78.67,46.34,123.34,0.50,4.63,0.0007
78.70,46.34,123.34,0.50,4.63,0.0007
78.72,46.34,123.34,0.50,4.63,0.0007
78.74,46.34,123.34,0.50,4.63,0.0007
78.76,46.34,123.34,0.50,4.63,0.0007
78.78,46.34,123.34,0.50,4.63,0.0007
78.80,46.34,123.34,0.50,4.63,0.0007
78.82,46.45,123.35,0.50,4.35,0.0040
78.85,46.45,123.35,0.50,4.35,0.0040
78.87,46.45,123.35,0.50,4.35,0.0040
78.89,46.45,123.35,0.50,4.35,0.0040
78.91,46.45,123.35,0.50,4.35,0.0040
78.93,46.45,123.35,0.50,4.35,0.0040
78.95,46.45,123.35,0.50,4.35,0.0040
78.97,46.45,123.35,0.50,4.35,0.0040
78.99,46.45,123.35,0.50,4.35,0.0040
79.01,46.45,123.35,0.50,4.35,0.0040
79.04,46.45,123.35,0.50,4.35,0.0040
79.06,46.45,123.35,0.50,4.35,0.0040
79.08,46.45,123.35,0.50,4.35,0.0040
79.10,46.45,123.35,0.50,4.35,0.0040
79.12,46.45,123.35,0.50,4.35,0.0040
79.14,46.45,123.35,0.50,4.35,0.0040
79.16,46.45,123.35,0.50,4.35,0.0040
79.18,46.45,123.35,0.50,4.35,0.0040
79.20,46.45,123.35,0.50,4.35,0.0040
79.22,46.45,123.35,0.50,4.35,0.0040
79.25,46.45,123.35,0.50,4.35,0.0040
79.27,46.45,123.35,0.50,4.35,0.0040
79.29,46.45,123.35,0.50,4.35,0.0040
79.31,46.45,123.35,0.50,4.35,0.0040
79.33,46.65,122.54,0.51,0.26,0.0045
79.35,46.65,122.54,0.51,0.26,0.0045
79.38,46.65,122.54,0.51,0.26,0.0045
79.40,46.65,122.54,0.51,0.26,0.0045
79.42,46.65,122.54,0.51,0.26,0.0045
79.45,46.65,122.54,0.51,0.26,0.0045
79.47,46.65,122.54,0.51,0.26,0.0045
79.49,46.65,122.54,0.51,0.26,0.0045
79.51,46.65,122.54,0.51,0.26,0.0045
79.53,46.65,122.54,0.51,0.26,0.0045
79.56,46.65,122.54,0.51,0.26,0.0045
79.58,46.65,122.54,0.51,0.26,0.0045
79.60,46.65,122.54,0.51,0.26,0.0045
79.62,46.65,122.54,0.51,0.26,0.0045
79.64,46.65,122.54,0.51,0.26,0.0045
79.66,46.65,122.54,0.51,0.26,0.0045
79.68,46.65,122.54,0.51,0.26,0.0045
79.70,46.65,122.54,0.51,0.26,0.0045
79.72,46.65,122.54,0.51,0.26,0.0045
79.75,46.65,122.54,0.51,0.26,0.0045
79.77,46.65,122.54,0.51,0.26,0.0045
79.79,46.65,122.54,0.51,0.26,0.0045
79.81,46.65,122.54,0.51,0.26,0.0045
79.83,46.65,122.54,0.51,0.26,0.0045
79.85,46.55,122.37,0.51,4.66,0.0022
79.87,46.55,122.37,0.51,4.66,0.0022
79.89,46.55,122.37,0.51,4.66,0.0022
79.91,46.55,122.37,0.51,4.66,0.0022
79.93,46.55,122.37,0.51,4.66,0.0022
79.96,46.55,122.37,0.51,4.66,0.0022
79.98,46.55,122.37,0.51,4.66,0.0022
80.00,46.55,122.37,0.51,4.66,0.0022
