Timestamp(ms),Elapsed(s),IsURSActive,FPS,RTT(ms),MTP(ms),Jitter(ms),Loss(%),LocalLag(ms),LocalRatio,EdgeRatio,Reward,Phase,SyncRTT,SyncLag,CubeCount,ParticleRate,Temperature(C)
63913785304298,0.000,1,60.00,5.0,3.4,0.00,0.000,2.00,0.718,0.282,0.3133,P1: Baseline (No Stress),0,0,0,0,43.5
63913785305047,0.000,1,60.00,5.0,16.8,1.15,0.000,20.26,0.718,0.282,0.3133,P1: Baseline (No Stress),0,0,0,0,43.5
63913785305085,0.020,1,60.00,5.0,16.7,1.15,0.000,20.00,0.718,0.282,0.3651,P1: Baseline (No Stress),0,0,0,0,43.5
63913785305117,0.052,1,60.00,5.0,17.5,1.04,0.000,21.21,0.718,0.282,0.3651,P1: Baseline (No Stress),0,0,0,0,43.5
63913785305153,0.086,1,60.00,5.0,17.7,0.83,0.000,21.52,0.718,0.282,0.3651,P1: Baseline (No Stress),0,0,0,0,43.5
63913785305193,0.120,1,60.00,5.0,16.3,0.65,0.000,21.96,0.605,0.395,0.7845,P1: Baseline (No Stress),0,0,0,0,43.5
63913785305282,0.206,1,60.00,5.0,13.3,0.49,0.000,18.08,0.550,0.450,1.2222,P1: Baseline (No Stress),0,0,0,0,43.5
63913785305361,0.293,1,60.00,5.0,12.5,0.54,0.000,16.63,0.550,0.450,1.2277,P1: Baseline (No Stress),0,0,0,0,43.5
63913785305395,0.324,1,60.00,5.0,11.9,0.70,0.000,16.21,0.490,0.510,1.6945,P1: Baseline (No Stress),0,0,0,0,43.5
63913785305472,0.398,1,60.00,5.0,10.6,0.77,0.000,14.65,0.411,0.589,2.1812,P1: Baseline (No Stress),0,0,0,0,43.5
63913785305550,0.483,1,60.00,5.0,10.1,0.97,0.000,13.18,0.411,0.589,2.1891,P1: Baseline (No Stress),0,0,0,0,43.5
63913785305573,0.509,1,60.00,5.0,9.8,0.67,0.000,12.89,0.405,0.595,2.6851,P1: Baseline (No Stress),0,0,0,0,43.5
63913785305596,0.532,1,60.00,5.0,9.6,0.51,0.000,12.75,0.405,0.595,2.6857,P1: Baseline (No Stress),0,0,0,0,43.5
63913785305618,0.553,1,54.57,5.0,9.4,0.36,0.000,12.36,0.405,0.595,2.6531,P1: Baseline (No Stress),0,0,0,0,43.5
63913785305640,0.576,1,50.53,4.8,9.2,0.24,0.000,12.39,0.405,0.595,2.6288,P1: Baseline (No Stress),0,0,0,0,43.5
63913785305669,0.598,1,47.12,4.7,9.8,0.19,0.000,12.59,0.520,0.480,2.9749,P1: Baseline (No Stress),0,0,0,0,43.5
63913785305736,0.670,1,44.44,4.5,11.3,0.24,0.000,15.57,0.520,0.480,2.9703,P1: Baseline (No Stress),0,0,0,0,43.5
63913785305766,0.699,1,38.83,4.1,12.0,0.67,0.000,16.05,0.564,0.436,3.2422,P1: Baseline (No Stress),0,0,0,0,43.5
63913785305792,0.728,1,37.54,4.0,12.6,0.81,0.000,16.97,0.564,0.436,3.2389,P1: Baseline (No Stress),0,0,0,0,43.5
63913785305818,0.754,1,36.52,3.9,12.5,0.93,0.000,16.78,0.564,0.436,3.2328,P1: Baseline (No Stress),0,0,0,0,43.5
63913785305844,0.779,1,35.86,3.8,12.1,0.97,0.000,16.24,0.564,0.436,3.2288,P1: Baseline (No Stress),0,0,0,0,43.5
63913785305877,0.807,1,35.35,3.7,10.2,0.94,0.000,16.94,0.343,0.657,3.5734,P1: Baseline (No Stress),0,0,0,0,43.5
63913785305939,0.874,1,34.92,3.7,8.1,0.85,0.000,11.04,0.343,0.657,3.5930,P1: Baseline (No Stress),0,0,0,0,43.5
63913785305962,0.897,1,34.27,3.5,7.7,0.70,0.000,10.93,0.318,0.682,3.9531,P1: Baseline (No Stress),0,0,0,0,43.5
63913785305982,0.918,1,34.13,3.5,7.6,0.70,0.000,10.68,0.318,0.682,3.9548,P1: Baseline (No Stress),0,0,0,0,43.5
63913785306002,0.938,1,34.02,3.4,7.5,0.70,0.000,10.58,0.318,0.682,3.9541,P1: Baseline (No Stress),0,0,0,0,43.5
