Timestamp(ms),Elapsed(s),IsURSActive,FPS,RTT(ms),MTP(ms),Jitter(ms),Loss(%),LocalLag(ms),LocalRatio,EdgeRatio,Reward,Phase,SyncRTT,SyncLag,CubeCount,ParticleRate,Temperature(C)
63913784698785,0.000,1,60.00,5.0,3.4,0.00,0.000,2.00,0.718,0.282,0.3133,P1: Baseline (No Stress),0,0,0,0,42.7
63913784699557,0.000,1,60.00,5.0,17.1,0.20,0.000,20.98,0.718,0.282,0.3133,P1: Baseline (No Stress),0,0,0,0,42.7
63913784699600,0.020,1,60.00,5.0,17.1,0.20,0.000,21.03,0.718,0.282,0.3651,P1: Baseline (No Stress),0,0,0,0,42.7
63913784699633,0.051,1,60.00,5.0,16.6,0.28,0.000,20.19,0.718,0.282,0.3651,P1: Baseline (No Stress),0,0,0,0,42.7
63913784699667,0.087,1,60.00,5.0,17.0,0.48,0.000,20.68,0.718,0.282,0.3651,P1: Baseline (No Stress),0,0,0,0,42.7
63913784699708,0.120,1,60.00,5.0,16.0,0.69,0.000,22.06,0.576,0.424,0.7973,P1: Baseline (No Stress),0,0,0,0,42.7
63913784699791,0.201,1,60.00,5.0,12.0,0.88,0.000,16.69,0.474,0.526,1.2601,P1: Baseline (No Stress),0,0,0,0,42.7
63913784699868,0.285,1,60.00,5.0,11.0,1.19,0.000,14.20,0.474,0.526,1.2703,P1: Baseline (No Stress),0,0,0,0,42.7
63913784699902,0.315,1,60.00,5.0,10.3,0.72,0.000,14.68,0.372,0.628,1.7768,P1: Baseline (No Stress),0,0,0,0,42.7
63913784699968,0.386,1,60.00,5.0,9.1,0.57,0.000,11.63,0.372,0.628,1.7768,P1: Baseline (No Stress),0,0,0,0,42.7
63913784699998,0.416,1,60.00,5.0,9.4,0.44,0.000,12.40,0.393,0.607,2.2771,P1: Baseline (No Stress),0,0,0,0,42.7
63913784700021,0.441,1,60.00,5.0,9.5,0.53,0.000,12.53,0.393,0.607,2.2771,P1: Baseline (No Stress),0,0,0,0,42.7
63913784700043,0.463,1,60.00,5.0,9.5,0.63,0.000,12.49,0.393,0.607,2.2771,P1: Baseline (No Stress),0,0,0,0,42.7
63913784700065,0.486,1,60.00,5.0,9.6,0.68,0.000,12.54,0.393,0.607,2.2771,P1: Baseline (No Stress),0,0,0,0,42.7
63913784700088,0.508,1,60.00,5.0,9.5,0.70,0.000,12.89,0.347,0.653,2.7862,P1: Baseline (No Stress),0,0,0,0,42.7
63913784700110,0.530,1,60.00,5.0,8.9,0.71,0.000,11.23,0.347,0.653,2.7908,P1: Baseline (No Stress),0,0,0,0,42.7
63913784700132,0.551,1,55.32,5.0,8.9,0.75,0.000,11.01,0.347,0.653,2.7627,P1: Baseline (No Stress),0,0,0,0,42.7
63913784700153,0.573,1,51.67,4.8,8.9,0.82,0.000,11.51,0.347,0.653,2.7408,P1: Baseline (No Stress),0,0,0,0,42.7
63913784700179,0.593,1,48.64,4.5,9.3,0.91,0.000,10.83,0.543,0.457,3.0991,P1: Baseline (No Stress),0,0,0,0,42.7
63913784700262,0.677,1,46.34,4.3,12.6,0.96,0.000,17.14,0.543,0.457,3.1049,P1: Baseline (No Stress),0,0,0,0,42.7
63913784700295,0.708,1,40.62,3.7,10.5,0.76,0.000,15.70,0.439,0.561,3.4738,P1: Baseline (No Stress),0,0,0,0,42.7
63913784700360,0.779,1,39.42,3.5,9.2,0.59,0.000,13.12,0.439,0.561,3.4666,P1: Baseline (No Stress),0,0,0,0,42.7
63913784700389,0.804,1,37.80,3.1,7.9,0.20,0.000,13.24,0.327,0.673,3.8410,P1: Baseline (No Stress),0,0,0,0,42.7
63913784700456,0.872,1,37.46,3.0,7.1,0.21,0.000,11.12,0.327,0.673,3.8502,P1: Baseline (No Stress),0,0,0,0,42.7
63913784700477,0.897,1,36.84,2.8,7.0,0.61,0.000,10.19,0.343,0.657,4.2245,P1: Baseline (No Stress),0,0,0,0,42.7
63913784700497,0.918,1,36.70,2.7,7.3,0.74,0.000,10.96,0.343,0.657,4.2252,P1: Baseline (No Stress),0,0,0,0,42.7
63913784700517,0.938,1,36.61,2.6,7.5,0.84,0.000,11.24,0.343,0.657,4.2247,P1: Baseline (No Stress),0,0,0,0,42.7
63913784700538,0.958,1,36.54,2.6,7.4,0.92,0.000,11.07,0.343,0.657,4.2243,P1: Baseline (No Stress),0,0,0,0,42.7
63913784700558,0.979,1,36.48,2.5,7.5,0.97,0.000,11.19,0.343,0.657,4.2239,P1: Baseline (No Stress),0,0,0,0,42.7
63913784700585,0.999,1,36.43,2.5,7.7,0.97,0.000,10.95,0.408,0.592,4.5713,P1: Baseline (No Stress),0,0,0,0,42.7
