Timestamp(ms),Elapsed(s),IsURSActive,FPS,RTT(ms),MTP(ms),Jitter(ms),Loss(%),LocalLag(ms),LocalRatio,EdgeRatio,Reward,Phase,SyncRTT,SyncLag,CubeCount,ParticleRate,Temperature(C)
63913784845052,0.000,1,60.00,5.0,3.4,0.00,0.000,2.00,0.718,0.282,0.3133,P1: Baseline (No Stress),0,0,0,0,43.0
63913784845821,0.000,1,60.00,5.0,17.6,1.19,0.000,21.31,0.718,0.282,0.3133,P1: Baseline (No Stress),0,0,0,0,43.0
63913784845855,0.020,1,60.00,5.0,17.6,1.19,0.000,21.26,0.718,0.282,0.3651,P1: Baseline (No Stress),0,0,0,0,43.0
63913784845892,0.057,1,60.00,5.0,18.0,1.11,0.000,21.92,0.718,0.282,0.3651,P1: Baseline (No Stress),0,0,0,0,43.0
63913784845932,0.090,1,60.00,5.0,15.0,0.88,0.000,20.68,0.559,0.441,0.7884,P1: Baseline (No Stress),0,0,0,0,43.0
63913784846001,0.165,1,60.00,5.0,13.0,0.69,0.000,17.12,0.559,0.441,0.8044,P1: Baseline (No Stress),0,0,0,0,43.0
63913784846043,0.207,1,60.00,5.0,12.9,0.42,0.000,17.21,0.559,0.441,1.2435,P1: Baseline (No Stress),0,0,0,0,43.0
63913784846072,0.237,1,60.00,5.0,13.1,0.50,0.000,17.43,0.559,0.441,1.2435,P1: Baseline (No Stress),0,0,0,0,43.0
63913784846100,0.266,1,60.00,5.0,13.0,0.62,0.000,17.18,0.559,0.441,1.2435,P1: Baseline (No Stress),0,0,0,0,43.0
63913784846134,0.293,1,60.00,5.0,12.4,0.69,0.000,17.44,0.480,0.520,1.7063,P1: Baseline (No Stress),0,0,0,0,43.0
63913784846206,0.369,1,60.00,5.0,11.0,0.70,0.000,14.50,0.480,0.520,1.7143,P1: Baseline (No Stress),0,0,0,0,43.0
63913784846237,0.398,1,60.00,5.0,10.2,0.89,0.000,14.27,0.368,0.632,2.2109,P1: Baseline (No Stress),0,0,0,0,43.0
63913784846298,0.463,1,60.00,5.0,9.5,0.97,0.000,12.10,0.368,0.632,2.2221,P1: Baseline (No Stress),0,0,0,0,43.0
63913784846321,0.488,1,60.00,5.0,9.3,0.82,0.000,11.97,0.368,0.632,2.2221,P1: Baseline (No Stress),0,0,0,0,43.0
63913784846344,0.509,1,60.00,5.0,9.1,0.70,0.000,11.52,0.373,0.627,2.7283,P1: Baseline (No Stress),0,0,0,0,43.0
63913784846368,0.535,1,60.00,5.0,9.4,0.58,0.000,12.34,0.373,0.627,2.7283,P1: Baseline (No Stress),0,0,0,0,43.0
63913784846396,0.562,1,54.68,5.0,9.1,0.42,0.000,11.82,0.373,0.627,2.6964,P1: Baseline (No Stress),0,0,0,0,43.0
63913784846417,0.584,1,50.20,5.1,9.2,0.25,0.000,12.38,0.373,0.627,2.6697,P1: Baseline (No Stress),0,0,0,0,43.0
63913784846444,0.605,1,47.49,5.2,9.7,0.19,0.000,11.87,0.521,0.479,3.0350,P1: Baseline (No Stress),0,0,0,0,43.0
63913784846507,0.671,1,45.31,5.2,11.6,0.22,0.000,15.41,0.521,0.479,3.0369,P1: Baseline (No Stress),0,0,0,0,43.0
63913784846545,0.710,1,40.92,5.4,11.9,0.60,0.000,15.31,0.532,0.468,3.3741,P1: Baseline (No Stress),0,0,0,0,43.0
63913784846571,0.737,1,39.36,5.5,12.4,0.81,0.000,15.96,0.532,0.468,3.3650,P1: Baseline (No Stress),0,0,0,0,43.0
63913784846594,0.762,1,38.61,5.6,12.3,0.92,0.000,15.75,0.532,0.468,3.3606,P1: Baseline (No Stress),0,0,0,0,43.0
