Timestamp(ms),Elapsed(s),IsURSActive,FPS,RTT(ms),MTP(ms),Jitter(ms),Loss(%),LocalLag(ms),LocalRatio,EdgeRatio,Reward,Phase,SyncRTT,SyncLag,CubeCount,ParticleRate,Temperature(C)
63913785152636,0.000,1,60.00,5.0,3.4,0.00,0.000,2.00,0.718,0.282,0.3133,P1: Baseline (No Stress),0,0,0,0,43.2
63913785153398,0.000,1,60.00,5.0,17.2,1.11,0.000,20.73,0.718,0.282,0.3133,P1: Baseline (No Stress),0,0,0,0,43.2
63913785153434,0.020,1,60.00,5.0,17.0,1.11,0.000,20.54,0.718,0.282,0.3651,P1: Baseline (No Stress),0,0,0,0,43.2
63913785153469,0.053,1,60.00,5.0,17.4,0.98,0.000,21.16,0.718,0.282,0.3651,P1: Baseline (No Stress),0,0,0,0,43.2
63913785153510,0.088,1,60.00,5.0,15.3,0.77,0.000,20.89,0.578,0.422,0.7823,P1: Baseline (No Stress),0,0,0,0,43.2
63913785153588,0.170,1,60.00,5.0,13.6,0.59,0.000,17.94,0.578,0.422,0.7964,P1: Baseline (No Stress),0,0,0,0,43.2
63913785153618,0.203,1,60.00,5.0,13.3,0.45,0.000,17.98,0.551,0.449,1.2363,P1: Baseline (No Stress),0,0,0,0,43.2
63913785153651,0.235,1,60.00,5.0,12.7,0.57,0.000,16.84,0.551,0.449,1.2390,P1: Baseline (No Stress),0,0,0,0,43.2
63913785153677,0.263,1,60.00,5.0,12.2,0.67,0.000,15.93,0.551,0.449,1.2390,P1: Baseline (No Stress),0,0,0,0,43.2
63913785153710,0.289,1,60.00,5.0,11.7,0.70,0.000,16.07,0.481,0.519,1.7023,P1: Baseline (No Stress),0,0,0,0,43.2
63913785153787,0.369,1,60.00,5.0,11.3,0.71,0.000,15.13,0.481,0.519,1.7093,P1: Baseline (No Stress),0,0,0,0,43.2
63913785153819,0.399,1,60.00,5.0,10.6,0.96,0.000,15.45,0.359,0.641,2.2074,P1: Baseline (No Stress),0,0,0,0,43.2
63913785153884,0.468,1,60.00,5.0,9.3,0.97,0.000,11.78,0.359,0.641,2.2196,P1: Baseline (No Stress),0,0,0,0,43.2
63913785153907,0.493,1,60.00,5.0,9.0,0.69,0.000,11.24,0.361,0.639,2.7291,P1: Baseline (No Stress),0,0,0,0,43.2
63913785153929,0.516,1,60.00,5.0,9.2,0.55,0.000,12.05,0.361,0.639,2.7293,P1: Baseline (No Stress),0,0,0,0,43.2
63913785153952,0.538,1,60.00,5.0,8.9,0.40,0.000,11.56,0.361,0.639,2.7293,P1: Baseline (No Stress),0,0,0,0,43.2
63913785153975,0.561,1,55.30,5.0,8.8,0.27,0.000,11.61,0.361,0.639,2.7011,P1: Baseline (No Stress),0,0,0,0,43.2
63913785153997,0.583,1,51.44,4.7,8.6,0.20,0.000,11.57,0.361,0.639,2.6780,P1: Baseline (No Stress),0,0,0,0,43.2
63913785154027,0.607,1,48.40,4.5,9.3,0.22,0.000,11.77,0.509,0.491,3.0529,P1: Baseline (No Stress),0,0,0,0,43.2
63913785154098,0.682,1,45.88,4.3,11.2,0.33,0.000,15.61,0.509,0.491,3.0526,P1: Baseline (No Stress),0,0,0,0,43.2
63913785154125,0.710,1,40.87,3.7,10.7,0.77,0.000,15.59,0.465,0.535,3.4141,P1: Baseline (No Stress),0,0,0,0,43.2
63913785154148,0.734,1,39.79,3.5,10.1,0.90,0.000,14.37,0.465,0.535,3.4076,P1: Baseline (No Stress),0,0,0,0,43.2
63913785154171,0.758,1,39.05,3.4,9.8,0.97,0.000,13.69,0.465,0.535,3.4032,P1: Baseline (No Stress),0,0,0,0,43.2
