Timestamp(ms),Elapsed(s),IsURSActive,FPS,RTT(ms),MTP(ms),Jitter(ms),Loss(%),LocalLag(ms),LocalRatio,EdgeRatio,Reward,Phase,SyncRTT,SyncLag,CubeCount,ParticleRate,Temperature(C)
63912210451685,0.000,1,60.00,5.0,10.9,0.00,0.000,14.74,0.500,0.500,0.0000,P1: Baseline (No Stress),0,0,0,0,38.0
63912210452180,0.000,1,60.00,5.0,11.3,0.52,0.000,15.15,0.500,0.500,0.0000,P1: Baseline (No Stress),0,0,15,250,38.0
63912210452276,0.020,1,60.00,5.0,14.1,0.52,0.000,18.52,0.595,0.405,0.3843,P1: Baseline (No Stress),0,0,15,250,38.0
63912210452376,0.106,1,60.00,5.0,11.3,0.45,0.000,15.33,0.491,0.509,0.8799,P1: Baseline (No Stress),0,0,18,203,38.0
63912210452414,0.209,1,60.00,5.0,11.8,0.61,0.000,15.64,0.521,0.479,1.3423,P1: Baseline (No Stress),0,0,15,254,38.0
63912210452443,0.243,1,60.00,5.0,12.5,1.18,0.000,16.48,0.521,0.479,1.3453,P1: Baseline (No Stress),0,0,16,240,38.0
63912210452473,0.271,1,60.00,5.0,11.9,1.17,0.000,15.37,0.521,0.479,1.3453,P1: Baseline (No Stress),0,0,16,240,38.0
63912210452500,0.301,1,60.00,5.0,11.9,1.02,0.000,15.40,0.521,0.479,1.3453,P1: Baseline (No Stress),0,0,16,240,38.0
63912210452574,0.328,1,60.00,5.0,9.9,0.82,0.000,12.89,0.404,0.596,1.8421,P1: Baseline (No Stress),0,0,16,240,38.0
63912210452602,0.403,1,60.00,5.0,9.8,0.68,0.000,12.84,0.404,0.596,1.8421,P1: Baseline (No Stress),0,0,12,298,38.0
63912210452670,0.431,1,60.00,5.0,7.6,0.23,0.000,8.67,0.265,0.735,2.3743,P1: Baseline (No Stress),0,0,12,298,38.0
63912210452694,0.499,1,60.00,5.0,7.7,0.20,0.000,9.07,0.265,0.735,2.3743,P1: Baseline (No Stress),0,0,8,367,38.0
63912210452778,0.526,1,60.00,5.0,8.9,0.56,0.000,11.28,0.352,0.648,2.8865,P1: Baseline (No Stress),0,0,8,367,38.0
63912210452852,0.611,1,60.00,5.0,8.3,0.71,0.000,9.67,0.300,0.700,3.4064,P1: Baseline (No Stress),0,0,11,324,38.0
63912210452876,0.681,1,45.97,5.0,8.7,1.19,0.000,9.90,0.300,0.700,3.3275,P1: Baseline (No Stress),0,0,9,350,38.0
63912210452960,0.709,1,40.64,7.5,12.2,0.95,0.000,14.27,0.468,0.532,3.6471,P1: Baseline (No Stress),0,0,9,350,38.0
63912210452991,0.791,1,39.38,8.2,12.7,0.78,0.000,14.57,0.468,0.532,3.6583,P1: Baseline (No Stress),0,0,14,266,38.0
63912210453078,0.820,1,37.15,10.1,12.6,0.43,0.000,12.59,0.394,0.606,4.0241,P1: Baseline (No Stress),0,0,14,266,38.0
63912210453106,0.908,1,36.72,10.7,12.5,0.44,0.000,11.67,0.384,0.616,4.4033,P1: Baseline (No Stress),0,0,12,303,38.0
63912210453130,0.936,1,35.96,11.9,13.7,0.69,0.000,12.21,0.384,0.616,4.4020,P1: Baseline (No Stress),0,0,12,308,38.0
63912210453153,0.959,1,35.82,12.3,13.8,0.70,0.000,11.79,0.384,0.616,4.4018,P1: Baseline (No Stress),0,0,12,308,38.0
63912210453181,0.985,1,35.74,12.5,13.9,0.73,0.000,11.71,0.384,0.616,4.4017,P1: Baseline (No Stress),0,0,12,308,38.0
63912210453211,1.013,1,35.66,12.8,14.7,0.82,0.000,13.37,0.421,0.579,4.7599,P1: Baseline (No Stress),0,0,12,308,38.0
63912210453237,1.041,1,35.60,13.0,14.6,0.92,0.000,12.80,0.421,0.579,4.7637,P1: Baseline (No Stress),0,0,13,290,38.0
63912210453266,1.070,1,35.56,13.2,14.8,0.97,0.000,12.98,0.421,0.579,4.7638,P1: Baseline (No Stress),0,0,13,290,38.0
