Timestamp(ms),Elapsed(s),IsURSActive,FPS,RTT(ms),MTP(ms),Jitter(ms),Loss(%),LocalLag(ms),LocalRatio,EdgeRatio,Reward,Phase,SyncRTT,SyncLag,CubeCount,ParticleRate,Temperature(C)
63912207532913,0.000,1,60.00,5.0,7.1,0.00,0.000,7.42,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,0,0,37.7
63912207533428,0.000,1,60.00,5.0,7.3,0.33,0.000,7.36,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,37.7
63912207533469,0.020,1,60.00,5.0,7.4,0.33,0.000,7.47,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,37.7
63912207533495,0.046,1,60.00,5.0,7.5,0.46,0.000,7.56,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,37.7
63912207533545,0.097,1,60.00,5.0,7.6,0.62,0.000,7.53,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,37.7
63912207533585,0.138,1,60.00,5.0,7.7,0.92,0.000,7.04,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,37.7
63912207533619,0.171,1,60.00,5.0,8.0,1.16,0.000,7.41,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,37.7
63912207533650,0.203,1,60.00,5.0,8.0,1.19,0.000,7.37,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,37.7
63912207533680,0.234,1,60.00,5.0,7.9,1.05,0.000,7.11,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,37.7
63912207533712,0.264,1,60.00,5.0,7.7,0.84,0.000,7.16,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,37.7
63912207533740,0.294,1,60.00,5.0,7.6,0.68,0.000,7.34,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,37.7
63912207533771,0.324,1,60.00,5.0,7.5,0.53,0.000,7.13,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,37.7
63912207533801,0.353,1,60.00,5.0,7.5,0.44,0.000,7.58,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,37.7
63912207533844,0.395,1,60.00,5.0,7.4,0.43,0.000,7.42,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,37.7
63912207533866,0.419,1,60.00,5.0,7.5,0.56,0.000,7.43,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,37.7
63912207533910,0.449,1,60.00,5.0,7.5,0.65,0.000,7.03,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,37.7
63912207533942,0.495,1,60.00,5.0,7.6,0.70,0.000,7.40,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,37.7
