Timestamp(ms),Elapsed(s),IsURSActive,FPS,RTT(ms),MTP(ms),Jitter(ms),Loss(%),LocalLag(ms),LocalRatio,EdgeRatio,Reward,Phase,SyncRTT,SyncLag,CubeCount,ParticleRate,Temperature(C)
63912207674556,0.000,1,60.00,5.0,7.0,0.00,0.000,7.01,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,0,0,38.7
63912207675066,0.000,1,60.00,5.0,7.5,0.67,0.000,7.05,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,38.7
63912207675099,0.020,1,60.00,5.0,7.6,0.67,0.000,7.33,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,38.7
63912207675152,0.073,1,60.00,5.0,7.7,0.77,0.000,7.39,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,38.7
63912207675199,0.119,1,60.00,5.0,8.0,1.11,0.000,7.53,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,38.7
63912207675231,0.152,1,60.00,5.0,8.0,1.19,0.000,7.19,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,38.7
63912207675263,0.185,1,60.00,5.0,7.9,1.02,0.000,7.35,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,38.7
63912207675295,0.216,1,60.00,5.0,7.7,0.81,0.000,7.34,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,38.7
63912207675322,0.245,1,60.00,5.0,7.5,0.65,0.000,7.12,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,38.7
63912207675353,0.274,1,60.00,5.0,7.4,0.51,0.000,7.10,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,38.7
63912207675379,0.302,1,60.00,5.0,7.5,0.43,0.000,7.54,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,38.7
63912207675408,0.330,1,60.00,5.0,7.4,0.44,0.000,7.07,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,38.7
63912207675436,0.359,1,60.00,5.0,7.4,0.52,0.000,7.01,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,38.7
63912207675466,0.388,1,60.00,5.0,7.5,0.63,0.000,7.00,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,38.7
63912207675493,0.416,1,60.00,5.0,7.6,0.69,0.000,7.24,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,38.7
63912207675524,0.446,1,60.00,5.0,7.7,0.70,0.000,7.55,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,38.7
63912207675552,0.474,1,60.00,5.0,7.7,0.75,0.000,7.43,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,38.7
63912207675577,0.501,1,60.00,5.0,7.8,0.84,0.000,7.52,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,38.7
63912207675611,0.529,1,60.00,5.0,7.8,0.94,0.000,7.03,0.200,0.800,0.0000,P1: Baseline (No Stress),0,0,6,400,38.7
