Wall time,Step,Value
1771861533.5949965,40000,4920.81103515625
1771861592.695604,60000,6416.28271484375
1771861650.2195506,80000,6579.03271484375
1771861706.7240372,100000,6359.49072265625
1771861764.877755,120000,6310.0126953125
1771861820.6839588,140000,6045.5341796875
1771861874.9391806,160000,6117.5712890625
1771861932.6125865,180000,5836.9052734375
1771861991.6786501,200000,5706.27099609375
1771862048.2460096,220000,5448.54052734375
1771862103.9839592,240000,5208.7529296875
1771862159.1808019,260000,5121.0419921875
1771862215.0302296,280000,5059.87646484375
1771862276.4185736,300000,4638.8759765625
1771862338.955941,320000,4682.21142578125
1771862398.8140142,340000,4762.25244140625
1771862457.6285028,360000,4510.3759765625
1771862514.0041046,380000,4477.8349609375
1771862570.4863627,400000,4478.3837890625
1771862628.0575092,420000,4442.83056640625
1771862686.4668353,440000,4409.01806640625
1771862744.3630857,460000,4534.96142578125
1771862801.282706,480000,4465.93017578125
1771862855.8382986,500000,4594.23876953125
1771862911.9002,520000,4918.640625
1771862977.8100142,540000,4912.580078125
1771863045.032206,560000,5121.69775390625
1771863110.929653,580000,5001.56689453125
1771863173.0021455,600000,5290.9990234375
1771863231.3955562,620000,5038.78466796875
1771863293.1822407,640000,5526.166015625
1771863356.763622,660000,5224.716796875
1771863416.2853084,680000,5622.66845703125
1771863473.8528264,700000,5532.77490234375
1771863535.2398896,720000,6023.74072265625
1771863593.0838404,740000,6605.9970703125
1771863656.3636687,760000,6450.7568359375
1771863717.5500019,780000,6342.37158203125
1771863777.4098814,800000,6495.94775390625
1771863839.2388592,820000,7019.57958984375
1771863904.3889127,840000,7249.498046875
1771863962.5679927,860000,7152.92236328125
1771864027.3774507,880000,7286.07861328125
1771864086.4711478,900000,7839.76025390625
1771864146.9361544,920000,7560.97314453125
1771864207.1584916,940000,7987.02783203125
1771864323.4375813,980000,7251.94775390625
1771864380.3285475,1000000,8266.76171875
1771864439.3412824,1020000,8432.05078125
1771864499.497494,1040000,9007.0908203125
