Wall time,Step,Value
1772464559.5851555,20000,-12031.765625
1772464619.383117,40000,-6272.166015625
1772464675.8420906,60000,-6025.98876953125
1772464732.160572,80000,-5741.43408203125
1772464788.8513482,100000,-5694.6396484375
1772464845.1451132,120000,-5490.69287109375
1772464905.7260926,140000,-5301.00439453125
1772464967.7825682,160000,-5265.4326171875
1772465036.2365043,180000,-5216.74755859375
1772465099.6121204,200000,-5182.04931640625
1772465158.7025802,220000,-5029.03271484375
1772465218.492057,240000,-4827.904296875
1772465280.2468398,260000,-4732.6708984375
1772465344.763368,280000,-4751.87255859375
1772465407.4646127,300000,-4698.0986328125
1772465467.1950297,320000,-4661.02001953125
1772465522.374597,340000,-4562.92919921875
1772465585.853159,360000,-4502.9853515625
1772465648.2179654,380000,-4445.27001953125
1772465706.3117342,400000,-4467.11474609375
1772465760.742949,420000,-4448.76708984375
1772465816.2820032,440000,-4330.39892578125
1772465866.5381906,460000,-4287.75439453125
1772465920.265684,480000,-4302.0009765625
1772465969.5464256,500000,-4335.4853515625
1772466027.1292791,520000,-4428.7216796875
1772466087.7558494,540000,-4340.48876953125
1772466146.2800593,560000,-4359.71240234375
1772466210.5352073,580000,-4346.208984375
1772466266.6266935,600000,-4288.3544921875
1772466326.0882776,620000,-4201.28857421875
1772466379.4912791,640000,-4150.63623046875
1772466431.4620628,660000,-4168.57080078125
1772466483.757674,680000,-4108.79296875
1772466535.5472476,700000,-4117.07861328125
1772466586.7830904,720000,-4097.69580078125
1772466638.9239259,740000,-4127.294921875
1772466690.9580452,760000,-4058.884765625
1772466744.0699322,780000,-3890.9306640625
1772466795.9663665,800000,-3869.00439453125
1772466850.3985195,820000,-3939.36767578125
1772466904.805405,840000,-3873.86865234375
1772466959.7377348,860000,-3791.69970703125
1772467012.124951,880000,-3746.137451171875
1772467065.511688,900000,-3674.4638671875
1772467117.0845063,920000,-3765.587158203125
1772467170.1351383,940000,-3794.57666015625
1772467221.7280185,960000,-3684.53662109375
1772467278.4616656,980000,-3448.23291015625
1772467331.0340137,1000000,-3412.182861328125
1772467385.021857,1020000,-3348.2705078125
1772467437.929947,1040000,-3479.40234375
1772467491.1708484,1060000,-3465.652587890625
1772467543.0596418,1080000,-3494.97412109375
1772467596.6789753,1100000,-3501.291748046875
1772467650.127314,1120000,-3394.669921875
1772467703.3566716,1140000,-3418.408203125
1772467755.2607555,1160000,-3389.099853515625
1772467808.9760568,1180000,-3344.252685546875
1772467863.0342743,1200000,-3204.1826171875
1772467914.7067246,1220000,-3181.150390625
1772467967.4274037,1240000,-3266.8955078125
1772468022.2623768,1260000,-3096.189453125
1772468075.6467507,1280000,-3089.188720703125
1772468127.732952,1300000,-2955.830078125
1772468181.1641796,1320000,-3002.764404296875
1772468234.8085535,1340000,-2913.3818359375
1772468287.4181194,1360000,-2997.1513671875
1772468340.1584396,1380000,-3010.86865234375
1772468393.393409,1400000,-2937.283203125
1772468445.9420965,1420000,-2883.14990234375
1772468497.5056129,1440000,-2865.7890625
1772468549.2369766,1460000,-2930.880615234375
1772468601.513163,1480000,-2871.9345703125
1772468654.607236,1500000,-2912.835205078125
1772468708.1659963,1520000,-2857.46875
1772468762.2562485,1540000,-2804.93798828125
1772468816.765958,1560000,-2843.015380859375
1772468869.8513367,1580000,-2835.2998046875
1772468923.0200937,1600000,-2865.7919921875
1772468975.3274875,1620000,-2804.78466796875
1772469027.4606113,1640000,-2724.2578125
1772469080.1459684,1660000,-2749.257568359375
1772469133.5271242,1680000,-2663.84326171875
1772469187.162616,1700000,-2642.381591796875
1772469237.9525635,1720000,-2537.48291015625
1772469290.2814982,1740000,-2501.039794921875
1772469344.1964357,1760000,-2441.96484375
1772469395.8699062,1780000,-2325.5087890625
1772469447.2800848,1800000,-2309.160400390625
1772469499.7383263,1820000,-2288.315673828125
1772469553.7051454,1840000,-2287.639404296875
1772469607.9635277,1860000,-2265.6171875
1772469660.745246,1880000,-2274.383544921875
1772469715.0643137,1900000,-2316.56005859375
1772469767.6930814,1920000,-2343.67236328125
1772469821.9878142,1940000,-2399.1513671875
1772469874.097644,1960000,-2341.68017578125
1772469927.5876617,1980000,-2314.670654296875
1772469979.7947717,2000000,-2256.63232421875
1772470033.1916585,2020000,-2286.711669921875
1772470086.0400593,2040000,-2320.612060546875
1772470139.6404989,2060000,-2331.576171875
1772470191.1357338,2080000,-2363.935791015625
1772470240.6443698,2100000,-2386.8447265625
1772470292.4996135,2120000,-2351.74462890625
1772470343.8439333,2140000,-2309.701904296875
1772470395.3939123,2160000,-2366.3798828125
1772470447.038257,2180000,-2242.7333984375
1772470499.2250102,2200000,-2334.535888671875
1772470550.0876596,2220000,-2228.1162109375
1772470600.179615,2240000,-2299.73681640625
1772470650.9615948,2260000,-2225.455322265625
1772470703.0805233,2280000,-2195.91552734375
1772470755.2622204,2300000,-2146.625
1772470808.0161116,2320000,-2200.718505859375
