Wall time,Step,Value
1771861474.0909648,20000,1398.300048828125
1771861592.6972787,60000,3999.0
1771861706.7263987,100000,3999.0
1771861820.6859834,140000,3999.0
1771861932.6140974,180000,3999.0
1771862048.2480297,220000,3999.0
1771862159.183564,260000,3999.0
1771862276.4210925,300000,3999.0
1771862398.815521,340000,3999.0
1771862514.0061488,380000,3999.0
1771862628.059538,420000,3999.0
1771862744.357989,460000,3999.0
1771862855.8344448,500000,3999.0
1771862977.803685,540000,3999.0
1771863110.9239247,580000,3999.0
1771863231.3894348,620000,3999.0
1771863356.7577302,660000,3999.0
1771863473.8465605,700000,3999.0
1771863593.0757048,740000,3999.0
1771863717.5252283,780000,3999.0
1771863839.2336228,820000,3999.0
1771863962.5612223,860000,3999.0
1771864086.4660962,900000,3999.0
1771864207.1528676,940000,3999.0
1771864323.4396873,980000,3999.0
1771864439.3427966,1020000,3999.0
