Wall time,Step,Value
1770988189.7824306,50000,-47018.640625
1770988539.930293,100000,-39036.86328125
1770988914.6564171,150000,-27159.681640625
1770989318.2646556,200000,-16436.078125
1770989736.2319005,250000,-7610.431640625
1770990177.5108867,300000,-2462.720947265625
1770990634.072193,350000,-724.144287109375
1770991082.715354,400000,-279.0415954589844
1770991530.6327593,450000,-158.04843139648438
1770991983.4409218,500000,-130.8751983642578
1770992420.6492753,550000,-123.10380554199219
