Wall time,Step,Value
1770994701.6192806,50000,0.1846258044242859
1770994890.5642056,100000,0.18638525903224945
1770995063.268824,150000,0.19472447037696838
1770995253.8408725,200000,0.1812959611415863
1770995439.8459606,250000,0.17035426199436188
1770995624.7190747,300000,0.15888366103172302
1770995816.7367773,350000,0.142737478017807
1770995998.8539264,400000,0.1685178279876709
1770996185.0767417,450000,0.17963968217372894
1770996380.0078335,500000,0.1825697422027588
1770996562.5199883,550000,0.18811333179473877
1770996710.209415,600000,0.18634441494941711
1770996899.2275896,650000,0.18623080849647522
1770997086.1025286,700000,0.18411029875278473
1770997281.1967123,750000,0.18433421850204468
1770997481.454691,800000,0.1848926991224289
1770997673.8495593,850000,0.18382655084133148
1770997864.8611734,900000,0.18222807347774506
1770998056.1294074,950000,0.18662913143634796
1770998233.927958,1000000,0.1822735220193863
1770998415.6030746,1050000,0.1778905689716339
